"chr"	"start"	"end"	"name"	"gieStain"
"NW_015091137.1"	"344797"	"359726"	"TMEM259"	"gpos100"
"NW_015091137.1"	"369248"	"380208"	"WDR18"	"gpos100"
"NW_015091137.1"	"850165"	"862809"	"NCLN"	"gpos100"
"NW_015091137.1"	"215241"	"273228"	"SBNO2"	"gpos100"
"NW_015091137.1"	"532053"	"539788"	"MISP"	"gpos100"
"NW_015091137.1"	"425435"	"432888"	"R3HDM4"	"gpos100"
"NW_015091137.1"	"433450"	"443065"	"MED16"	"gpos100"
"NW_015091137.1"	"664460"	"675777"	"LOC106897786"	"gpos100"
"NW_015091137.1"	"616638"	"623851"	"HCN2"	"gpos100"
"NW_015091137.1"	"634037"	"640727"	"BSG"	"gpos100"
"NW_015091137.1"	"585258"	"592088"	"RNF126"	"gpos100"
"NW_015091137.1"	"741813"	"752809"	"LOC106897790"	"gpos100"
"NW_015091137.1"	"711489"	"725162"	"MIER2"	"gpos100"
"NW_015091137.1"	"653576"	"655546"	"TPGS1"	"gpos100"
"NW_015091137.1"	"647392"	"652823"	"CDC34"	"gpos100"
"NW_015091137.1"	"172323"	"210681"	"STK11"	"gpos100"
"NW_015090781.1"	"3249603"	"3266302"	"MFSD13A"	"gpos100"
"NW_015091138.1"	"4"	"3248"	"LOC106897796"	"gpos100"
"NW_015091140.1"	"106311"	"115382"	"LOC106897797"	"gpos100"
"NW_015091140.1"	"190014"	"460026"	"ATP2B2"	"gpos100"
"NW_015091140.1"	"687543"	"843457"	"IARS1"	"gpos100"
"NW_015091141.1"	"623458"	"625162"	"MCRIP2"	"gpos100"
"NW_015091141.1"	"262975"	"275528"	"LOC106897801"	"gpos100"
"NW_015091141.1"	"1452561"	"1460761"	"LOC106897802"	"gpos100"
"NW_015091141.1"	"1433224"	"1451789"	"LOC106897803"	"gpos100"
"NW_015091141.1"	"1198971"	"1223380"	"NTN3"	"gpos100"
"NW_015091141.1"	"239158"	"256272"	"NAGPA"	"gpos100"
"NW_015091141.1"	"562730"	"605257"	"RAB40C"	"gpos100"
"NW_015091141.1"	"781374"	"791875"	"TEDC2"	"gpos100"
"NW_015091141.1"	"1365732"	"1378417"	"ATP6V0C"	"gpos100"
"NW_015091141.1"	"1474125"	"1497268"	"TELO2"	"gpos100"
"NW_015091141.1"	"2054424"	"2061937"	"CAMK2B"	"gpos100"
"NW_015091141.1"	"2098794"	"2107303"	"AEBP1"	"gpos100"
"NW_015091141.1"	"2149395"	"2155802"	"TCF7L1"	"gpos100"
"NW_015091141.1"	"2187658"	"2195661"	"ELMOD3"	"gpos100"
"NW_015091141.1"	"2214788"	"2219706"	"KCNIP3"	"gpos100"
"NW_015091141.1"	"2230973"	"2233627"	"LOC106897815"	"gpos100"
"NW_015091141.1"	"2236362"	"2239003"	"MAT2A"	"gpos100"
"NW_015091141.1"	"2239358"	"2244519"	"GGCX"	"gpos100"
"NW_015091141.1"	"2244148"	"2248708"	"VAMP8"	"gpos100"
"NW_015091141.1"	"2250213"	"2254138"	"LOC106897819"	"gpos100"
"NW_015091141.1"	"2258728"	"2261562"	"USP39"	"gpos100"
"NW_015091141.1"	"2286601"	"2293242"	"LOC106897821"	"gpos100"
"NW_015090781.1"	"3266939"	"3286568"	"ACTR1A"	"gpos100"
"NW_015091141.1"	"2311932"	"2324904"	"MXD1"	"gpos100"
"NW_015091141.1"	"2574263"	"2602311"	"GFPT1"	"gpos100"
"NW_015091141.1"	"2628591"	"2744864"	"ANTXR1"	"gpos100"
"NW_015091141.1"	"2380885"	"2402718"	"LOC106897826"	"gpos100"
"NW_015091141.1"	"2201956"	"2212045"	"GPAT2"	"gpos100"
"NW_015091141.1"	"2327907"	"2338878"	"ADD2"	"gpos100"
"NW_015091141.1"	"2177237"	"2187444"	"RETSAT"	"gpos100"
"NW_015091141.1"	"2092477"	"2098822"	"POLD2"	"gpos100"
"NW_015090781.1"	"1988675"	"2064048"	"LOC106897831"	"gpos100"
"NW_015091141.1"	"2078092"	"2084331"	"GCK"	"gpos100"
"NW_015091141.1"	"2163208"	"2166990"	"TGOLN2"	"gpos100"
"NW_015090764.1"	"3455347"	"3460347"	"LOC106897834"	"gpos100"
"NW_015091141.1"	"2197189"	"2198667"	"ADRA2B"	"gpos100"
"NW_015091141.1"	"2112575"	"2129834"	"DBNL"	"gpos100"
"NW_015091141.1"	"2107373"	"2112461"	"CAPG"	"gpos100"
"NW_015091141.1"	"2212046"	"2214522"	"FAHD2A"	"gpos100"
"NW_015091141.1"	"2172856"	"2176570"	"LOC106897839"	"gpos100"
"NW_015091141.1"	"2325275"	"2327701"	"SNRNP27"	"gpos100"
"NW_015091141.1"	"2088555"	"2090628"	"LOC106897841"	"gpos100"
"NW_015091141.1"	"2285483"	"2286411"	"LOC106897842"	"gpos100"
"NW_015091141.1"	"1384889"	"1394882"	"AMDHD2"	"gpos100"
"NW_015091141.1"	"1967346"	"1969092"	"LOC106897844"	"gpos100"
"NW_015091141.1"	"614878"	"619539"	"METTL26"	"gpos100"
"NW_015091141.1"	"2756495"	"2762174"	"LOC106897846"	"gpos100"
"NW_015091141.1"	"611345"	"614651"	"WFIKKN1"	"gpos100"
"NW_015091141.1"	"70212"	"163278"	"LOC106897848"	"gpos100"
"NW_015091141.1"	"1931156"	"1965581"	"OGDH"	"gpos100"
"NW_015090781.1"	"6269722"	"6370839"	"ADD3"	"gpos100"
"NW_015091141.1"	"1921822"	"1930091"	"LOC106897851"	"gpos100"
"NW_015091141.1"	"452239"	"455834"	"PRR35"	"gpos100"
"NW_015091141.1"	"1691104"	"1767753"	"MAPK8IP3"	"gpos100"
"NW_015091141.1"	"1767797"	"1771481"	"LOC106897854"	"gpos100"
"NW_015091141.1"	"2447436"	"2542093"	"AAK1"	"gpos100"
"NW_015091141.1"	"1497093"	"1585473"	"IFT140"	"gpos100"
"NW_015091141.1"	"1515151"	"1546769"	"TMEM204"	"gpos100"
"NW_015091141.1"	"31960"	"61526"	"PPL"	"gpos100"
"NW_015091141.1"	"4614"	"29975"	"UBN1"	"gpos100"
"NW_015090781.1"	"3462641"	"3492151"	"ARL3"	"gpos100"
"NW_015091141.1"	"51559"	"61030"	"LOC106897861"	"gpos100"
"NW_015091141.1"	"1778345"	"1804282"	"GLYR1"	"gpos100"
"NW_015090764.1"	"3416003"	"3425247"	"LOC106897863"	"gpos100"
"NW_015091141.1"	"695068"	"709700"	"CCNF"	"gpos100"
"NW_015091141.1"	"685513"	"694803"	"VRK3"	"gpos100"
"NW_015091141.1"	"1658173"	"1674745"	"LOC106897866"	"gpos100"
"NW_015091141.1"	"1643516"	"1654554"	"JPT2"	"gpos100"
"NW_015091141.1"	"1585926"	"1639133"	"CRAMP1"	"gpos100"
"NW_015090781.1"	"8500060"	"8535840"	"CCDC186"	"gpos100"
"NW_015091141.1"	"627245"	"666637"	"ABCA3"	"gpos100"
"NW_015091141.1"	"1321994"	"1352272"	"TBC1D24"	"gpos100"
"NW_015091141.1"	"1986443"	"1995207"	"SLC20A1"	"gpos100"
"NW_015091141.1"	"2017935"	"2050501"	"NUDCD3"	"gpos100"
"NW_015091141.1"	"1805159"	"1818744"	"ROGDI"	"gpos100"
"NW_015091141.1"	"280853"	"286164"	"LOC106897875"	"gpos100"
"NW_015091141.1"	"288436"	"296089"	"EEF2KMT"	"gpos100"
"NW_015091141.1"	"296100"	"299884"	"NDUFB6"	"gpos100"
"NW_015091141.1"	"470000"	"551655"	"PIGQ"	"gpos100"
"NW_015091141.1"	"2543985"	"2558669"	"NFU1"	"gpos100"
"NW_015091141.1"	"1970915"	"1978975"	"CKAP2L"	"gpos100"
"NW_015091141.1"	"1979683"	"1982539"	"NT5DC4"	"gpos100"
"NW_015091141.1"	"2426016"	"2436780"	"ANXA4"	"gpos100"
"NW_015091141.1"	"2403567"	"2422984"	"GMCL1"	"gpos100"
"NW_015090781.1"	"7433559"	"7444556"	"ZDHHC6"	"gpos100"
"NW_015091141.1"	"1468530"	"1474808"	"RNPS1"	"gpos100"
"NW_015091141.1"	"1395391"	"1402902"	"LOC106897886"	"gpos100"
"NW_015091141.1"	"312105"	"382034"	"CAPN15"	"gpos100"
"NW_015091141.1"	"842833"	"1112008"	"LOC106897888"	"gpos100"
"NW_015090781.1"	"7444698"	"7716952"	"VTI1A"	"gpos100"
"NW_015091141.1"	"2070259"	"2076561"	"YKT6"	"gpos100"
"NW_015091141.1"	"1773726"	"1776480"	"MRPS34"	"gpos100"
"NW_015091141.1"	"173612"	"233195"	"SEC14L5"	"gpos100"
"NW_015091143.1"	"33138"	"36351"	"LOC106897893"	"gpos100"
"NW_015091143.1"	"61296"	"68712"	"LOC106897894"	"gpos100"
"NW_015091143.1"	"76928"	"87938"	"LOC106897895"	"gpos100"
"NW_015091143.1"	"1409"	"26860"	"LOC106897896"	"gpos100"
"NW_015091143.1"	"28298"	"32262"	"LOC106897897"	"gpos100"
"NW_015091143.1"	"48516"	"60062"	"LOC106897898"	"gpos100"
"NW_015091143.1"	"37200"	"41381"	"LOC106897899"	"gpos100"
"NW_015091143.1"	"3141"	"5354"	"LOC106897900"	"gpos100"
"NW_015091143.1"	"11189"	"12827"	"LOC106897901"	"gpos100"
"NW_015091143.1"	"9649"	"11128"	"LOC106897902"	"gpos100"
"NW_015091144.1"	"1462"	"14763"	"LOC106897903"	"gpos100"
"NW_015090764.1"	"737309"	"744810"	"CHCT1"	"gpos100"
"NW_015091144.1"	"123577"	"125857"	"INHBE"	"gpos100"
"NW_015091144.1"	"136549"	"140606"	"INHBC"	"gpos100"
"NW_015091144.1"	"229384"	"234778"	"STAC3"	"gpos100"
"NW_015090781.1"	"1467163"	"1487023"	"CNNM1"	"gpos100"
"NW_015091144.1"	"72500"	"85290"	"GLI1"	"gpos100"
"NW_015091144.1"	"152315"	"227294"	"R3HDM2"	"gpos100"
"NW_015091145.1"	"1828"	"38635"	"FCHSD2"	"gpos100"
"NW_015091147.1"	"15"	"7703"	"LOC106897912"	"gpos100"
"NW_015091147.1"	"49608"	"61060"	"LOC106897913"	"gpos100"
"NW_015091148.1"	"707071"	"709536"	"ATP5MC1"	"gpos100"
"NW_015091148.1"	"2054314"	"2061532"	"CWC25"	"gpos100"
"NW_015091148.1"	"1178951"	"1186346"	"SNX11"	"gpos100"
"NW_015091148.1"	"603327"	"605600"	"GNGT2"	"gpos100"
"NW_015091148.1"	"603993"	"607562"	"LOC106897918"	"gpos100"
"NW_015091148.1"	"34185"	"71293"	"HDAC5"	"gpos100"
"NW_015091148.1"	"79890"	"93919"	"LSM12"	"gpos100"
"NW_015091148.1"	"104541"	"112700"	"MPP2"	"gpos100"
"NW_015091148.1"	"197299"	"208611"	"ITGA3"	"gpos100"
"NW_015091148.1"	"387266"	"392334"	"SLC35B1"	"gpos100"
"NW_015091148.1"	"597840"	"602313"	"ABI3"	"gpos100"
"NW_015091148.1"	"750870"	"753579"	"HOXB13"	"gpos100"
"NW_015091148.1"	"976688"	"1008905"	"LOC106897926"	"gpos100"
"NW_015091148.1"	"1215058"	"1217457"	"LOC106897927"	"gpos100"
"NW_015091148.1"	"1218944"	"1224691"	"COPZ2"	"gpos100"
"NW_015091148.1"	"1241937"	"1244492"	"PNPO"	"gpos100"
"NW_015091148.1"	"1289223"	"1296104"	"OSBPL7"	"gpos100"
"NW_015091148.1"	"1296260"	"1304589"	"TBX21"	"gpos100"
"NW_015091148.1"	"1306417"	"1375252"	"TBKBP1"	"gpos100"
"NW_015090781.1"	"1459868"	"1464598"	"GOT1"	"gpos100"
"NW_015091148.1"	"1422082"	"1430868"	"LOC106897934"	"gpos100"
"NW_015091148.1"	"1441988"	"1502882"	"NPEPPS"	"gpos100"
"NW_015091148.1"	"1514920"	"1516666"	"LOC106897936"	"gpos100"
"NW_015091148.1"	"1526577"	"1547748"	"GPR179"	"gpos100"
"NW_015091148.1"	"1549323"	"1572160"	"SOCS7"	"gpos100"
"NW_015091148.1"	"1623762"	"1647915"	"ARHGAP23"	"gpos100"
"NW_015091148.1"	"1648267"	"1752311"	"SRCIN1"	"gpos100"
"NW_015091148.1"	"1911184"	"1972958"	"MLLT6"	"gpos100"
"NW_015091148.1"	"1990569"	"2016366"	"PCGF2"	"gpos100"
"NW_015091148.1"	"2020843"	"2027567"	"PSMB3"	"gpos100"
"NW_015090781.1"	"6771625"	"6791129"	"PDCD4"	"gpos100"
"NW_015091148.1"	"189524"	"194307"	"PDK2"	"gpos100"
"NW_015091148.1"	"1280052"	"1282774"	"SCRN2"	"gpos100"
"NW_015091148.1"	"1282765"	"1285978"	"LRRC46"	"gpos100"
"NW_015091148.1"	"831548"	"836776"	"HOXB7"	"gpos100"
"NW_015091148.1"	"1520564"	"1524808"	"LOC106897949"	"gpos100"
"NW_015091148.1"	"490091"	"499213"	"NGFR"	"gpos100"
"NW_015091148.1"	"11331"	"17472"	"HROB"	"gpos100"
"NW_015091148.1"	"98134"	"99700"	"LOC106897952"	"gpos100"
"NW_015091148.1"	"827754"	"831348"	"HOXB8"	"gpos100"
"NW_015091148.1"	"1286121"	"1288930"	"MRPL10"	"gpos100"
"NW_015091148.1"	"117366"	"124786"	"LOC106897955"	"gpos100"
"NW_015091148.1"	"1195534"	"1198392"	"CBX1"	"gpos100"
"NW_015091148.1"	"619221"	"648382"	"IGF2BP1"	"gpos100"
"NW_015091148.1"	"447121"	"451263"	"NXPH3"	"gpos100"
"NW_015091148.1"	"166263"	"169656"	"SGCA"	"gpos100"
"NW_015091148.1"	"908538"	"911076"	"HOXB2"	"gpos100"
"NW_015091148.1"	"73109"	"77714"	"G6PC3"	"gpos100"
"NW_015091148.1"	"922971"	"925832"	"HOXB1"	"gpos100"
"NW_015091148.1"	"1868900"	"1871250"	"LOC106897963"	"gpos100"
"NW_015091148.1"	"93904"	"94971"	"TMEM101"	"gpos100"
"NW_015091148.1"	"1020944"	"1175385"	"LOC106897965"	"gpos100"
"NW_015091148.1"	"222710"	"227019"	"DLX3"	"gpos100"
"NW_015091148.1"	"1435992"	"1439719"	"LOC106897967"	"gpos100"
"NW_015091148.1"	"232303"	"235611"	"DLX4"	"gpos100"
"NW_015091148.1"	"664781"	"670063"	"GIP"	"gpos100"
"NW_015091148.1"	"339341"	"353523"	"KAT7"	"gpos100"
"NW_015091148.1"	"353587"	"385458"	"FAM117A"	"gpos100"
"NW_015091148.1"	"839848"	"904580"	"HOXB3"	"gpos100"
"NW_015091148.1"	"839782"	"875005"	"HOXB4"	"gpos100"
"NW_015091148.1"	"852795"	"855339"	"HOXB5"	"gpos100"
"NW_015091148.1"	"847150"	"850319"	"LOC106897975"	"gpos100"
"NW_015091148.1"	"843032"	"856453"	"LOC106897976"	"gpos100"
"NW_015091148.1"	"541996"	"568615"	"ZNF652"	"gpos100"
"NW_015091148.1"	"536740"	"541464"	"LOC106897978"	"gpos100"
"NW_015091148.1"	"2028423"	"2043968"	"PIP4K2B"	"gpos100"
"NW_015091148.1"	"1203188"	"1215427"	"NFE2L1"	"gpos100"
"NW_015091148.1"	"681220"	"692097"	"UBE2Z"	"gpos100"
"NW_015091148.1"	"671316"	"675027"	"LOC106897982"	"gpos100"
"NW_015091148.1"	"677510"	"681180"	"LOC106897983"	"gpos100"
"NW_015091148.1"	"1245896"	"1259796"	"SP2"	"gpos100"
"NW_015091148.1"	"1231292"	"1253125"	"CDK5RAP3"	"gpos100"
"NW_015091148.1"	"1238424"	"1240471"	"PRR15L"	"gpos100"
"NW_015090781.1"	"6781911"	"6792010"	"BBIP1"	"gpos100"
"NW_015091148.1"	"148232"	"164731"	"COL1A1"	"gpos100"
"NW_015091148.1"	"575168"	"587055"	"PHOSPHO1"	"gpos100"
"NW_015091148.1"	"405115"	"431760"	"SPOP"	"gpos100"
"NW_015091148.1"	"1385616"	"1410489"	"KPNB1"	"gpos100"
"NW_015091148.1"	"171568"	"180417"	"PPP1R9B"	"gpos100"
"NW_015091148.1"	"184097"	"188982"	"SAMD14"	"gpos100"
"NW_015091148.1"	"500424"	"531225"	"PHB1"	"gpos100"
"NW_015091148.1"	"710192"	"721294"	"CALCOCO2"	"gpos100"
"NW_015091148.1"	"812497"	"817534"	"HOXB9"	"gpos100"
"NW_015091148.1"	"778443"	"780341"	"LOC106897997"	"gpos100"
"NW_015091148.1"	"783477"	"788100"	"LOC106897998"	"gpos100"
"NW_015091149.1"	"116813"	"132533"	"ETV4"	"gpos100"
"NW_015091149.1"	"265695"	"271692"	"LOC106898000"	"gpos100"
"NW_015090781.1"	"8367587"	"8402188"	"NHLRC2"	"gpos100"
"NW_015091149.1"	"302094"	"306470"	"LOC106898002"	"gpos100"
"NW_015091149.1"	"821710"	"825312"	"LOC106898003"	"gpos100"
"NW_015091149.1"	"272749"	"277746"	"IFI35"	"gpos100"
"NW_015091149.1"	"284199"	"292125"	"LOC106898005"	"gpos100"
"NW_015091149.1"	"339108"	"353252"	"WNK4"	"gpos100"
"NW_015091149.1"	"385808"	"400929"	"CNTNAP1"	"gpos100"
"NW_015091149.1"	"403482"	"404980"	"CCR10"	"gpos100"
"NW_015091149.1"	"409624"	"416659"	"PLEKHH3"	"gpos100"
"NW_015091149.1"	"424891"	"432896"	"RETREG3"	"gpos100"
"NW_015091149.1"	"434087"	"437566"	"PSMC3IP"	"gpos100"
"NW_015090781.1"	"1830275"	"1845256"	"RRP12"	"gpos100"
"NW_015091149.1"	"441241"	"447563"	"COASY"	"gpos100"
"NW_015091149.1"	"558070"	"563336"	"GHDC"	"gpos100"
"NW_015091149.1"	"569299"	"575217"	"LOC106898015"	"gpos100"
"NW_015091149.1"	"582865"	"594003"	"KCNH4"	"gpos100"
"NW_015091149.1"	"614347"	"622621"	"KAT2A"	"gpos100"
"NW_015091149.1"	"662712"	"718605"	"LOC106898018"	"gpos100"
"NW_015091149.1"	"729663"	"743350"	"DNAJC7"	"gpos100"
"NW_015091149.1"	"873845"	"880344"	"P3H4"	"gpos100"
"NW_015091149.1"	"908372"	"923147"	"HAP1"	"gpos100"
"NW_015091149.1"	"923340"	"923761"	"LOC106898022"	"gpos100"
"NW_015091149.1"	"928458"	"932838"	"EIF1"	"gpos100"
"NW_015091149.1"	"980675"	"983520"	"LOC106898024"	"gpos100"
"NW_015091149.1"	"1287338"	"1291284"	"LOC106898025"	"gpos100"
"NW_015091149.1"	"1342280"	"1343665"	"GJD3"	"gpos100"
"NW_015091149.1"	"1344826"	"1353592"	"RARA"	"gpos100"
"NW_015091149.1"	"1368878"	"1373100"	"CDC6"	"gpos100"
"NW_015091149.1"	"1396444"	"1399978"	"RAPGEFL1"	"gpos100"
"NW_015091149.1"	"1410537"	"1426142"	"CASC3"	"gpos100"
"NW_015091149.1"	"1443525"	"1448871"	"NR1D1"	"gpos100"
"NW_015091149.1"	"1455450"	"1456698"	"THRA"	"gpos100"
"NW_015090764.1"	"125723"	"130257"	"LOC106898033"	"gpos100"
"NW_015090781.1"	"1827378"	"1829999"	"PGAM1"	"gpos100"
"NW_015091149.1"	"280977"	"284391"	"RUNDC1"	"gpos100"
"NW_015091149.1"	"718943"	"720762"	"NKIRAS2"	"gpos100"
"NW_015091149.1"	"278833"	"280651"	"RPL27"	"gpos100"
"NW_015091149.1"	"359352"	"362820"	"VPS25"	"gpos100"
"NW_015091149.1"	"1062292"	"1067445"	"LOC106898039"	"gpos100"
"NW_015091149.1"	"992118"	"995788"	"LOC106898040"	"gpos100"
"NW_015091149.1"	"451154"	"453827"	"NAGLU"	"gpos100"
"NW_015091149.1"	"307533"	"316965"	"AOC2"	"gpos100"
"NW_015091149.1"	"366266"	"369143"	"LOC106898043"	"gpos100"
"NW_015090781.1"	"8472433"	"8486592"	"ADRB1"	"gpos100"
"NW_015091149.1"	"363018"	"366383"	"RAMP2"	"gpos100"
"NW_015091149.1"	"1215562"	"1226933"	"CCR7"	"gpos100"
"NW_015091149.1"	"623191"	"628108"	"DHX58"	"gpos100"
"NW_015091149.1"	"156075"	"163033"	"TMEM106A"	"gpos100"
"NW_015091149.1"	"1250360"	"1268924"	"TNS4"	"gpos100"
"NW_015091149.1"	"88746"	"97976"	"MEOX1"	"gpos100"
"NW_015091149.1"	"337634"	"338427"	"LOC106898051"	"gpos100"
"NW_015091149.1"	"1298906"	"1306719"	"IGFBP4"	"gpos100"
"NW_015091149.1"	"7"	"1698"	"LOC106898053"	"gpos100"
"NW_015091149.1"	"447903"	"450058"	"HSD17B1"	"gpos100"
"NW_015091149.1"	"59677"	"63172"	"SOST"	"gpos100"
"NW_015091149.1"	"12773"	"35617"	"MPP3"	"gpos100"
"NW_015091149.1"	"36731"	"46805"	"LOC106898057"	"gpos100"
"NW_015091149.1"	"46891"	"52878"	"DUSP3"	"gpos100"
"NW_015091149.1"	"1120838"	"1126292"	"LOC106898059"	"gpos100"
"NW_015091149.1"	"1158584"	"1161717"	"LOC106898060"	"gpos100"
"NW_015091149.1"	"1130143"	"1141308"	"KRT23"	"gpos100"
"NW_015090781.1"	"7302880"	"7336894"	"GPAM"	"gpos100"
"NW_015091149.1"	"1111141"	"1116335"	"LOC106898063"	"gpos100"
"NW_015091149.1"	"1152386"	"1156959"	"LOC106898064"	"gpos100"
"NW_015091149.1"	"1165137"	"1171057"	"KRT222"	"gpos100"
"NW_015091149.1"	"1425827"	"1429753"	"MSL1"	"gpos100"
"NW_015091149.1"	"1375089"	"1393709"	"WIPF2"	"gpos100"
"NW_015091149.1"	"753841"	"764718"	"ODAD4"	"gpos100"
"NW_015091149.1"	"747163"	"753376"	"CNP"	"gpos100"
"NW_015091149.1"	"754002"	"756037"	"LOC106898070"	"gpos100"
"NW_015091149.1"	"756076"	"763404"	"LOC106898071"	"gpos100"
"NW_015091149.1"	"458950"	"488682"	"ATP6V0A1"	"gpos100"
"NW_015091149.1"	"805592"	"811757"	"KLHL11"	"gpos100"
"NW_015091149.1"	"811943"	"815634"	"LOC106898074"	"gpos100"
"NW_015090781.1"	"3299021"	"3397094"	"SUFU"	"gpos100"
"NW_015091149.1"	"816871"	"820473"	"LOC106898076"	"gpos100"
"NW_015091149.1"	"1078437"	"1084469"	"LOC106898077"	"gpos100"
"NW_015091149.1"	"1096733"	"1100927"	"LOC106898078"	"gpos100"
"NW_015091149.1"	"1088018"	"1091821"	"LOC106898079"	"gpos100"
"NW_015091149.1"	"163137"	"182825"	"NBR1"	"gpos100"
"NW_015091149.1"	"777445"	"804337"	"ACLY"	"gpos100"
"NW_015091149.1"	"1177210"	"1195108"	"SMARCE1"	"gpos100"
"NW_015091149.1"	"575326"	"577648"	"HCRT"	"gpos100"
"NW_015091149.1"	"416257"	"423909"	"LOC106898084"	"gpos100"
"NW_015091149.1"	"494481"	"512857"	"CAVIN1"	"gpos100"
"NW_015091149.1"	"520234"	"529577"	"STAT3"	"gpos100"
"NW_015090764.1"	"1405759"	"1544095"	"ACACA"	"gpos100"
"NW_015090781.1"	"6466584"	"6540668"	"LOC106898088"	"gpos100"
"NW_015091149.1"	"836389"	"843195"	"NT5C3B"	"gpos100"
"NW_015091149.1"	"831106"	"835412"	"LOC106898090"	"gpos100"
"NW_015091149.1"	"826549"	"830151"	"LOC106898091"	"gpos100"
"NW_015091149.1"	"257645"	"265353"	"VAT1"	"gpos100"
"NW_015091149.1"	"610840"	"613358"	"LOC106898093"	"gpos100"
"NW_015091149.1"	"608932"	"609859"	"LOC106898094"	"gpos100"
"NW_015091149.1"	"998283"	"1004135"	"LOC106898095"	"gpos100"
"NW_015091149.1"	"1008672"	"1014086"	"LOC106898096"	"gpos100"
"NW_015091149.1"	"969968"	"975022"	"LOC106898097"	"gpos100"
"NW_015091149.1"	"960407"	"965463"	"LOC106898098"	"gpos100"
"NW_015091149.1"	"139451"	"155437"	"DHX8"	"gpos100"
"NW_015091149.1"	"2995"	"12431"	"LOC106898100"	"gpos100"
"NW_015091149.1"	"5489"	"8144"	"LOC106898101"	"gpos100"
"NW_015091149.1"	"602666"	"607065"	"RAB5C"	"gpos100"
"NW_015091149.1"	"542397"	"558041"	"LOC106898103"	"gpos100"
"NW_015091149.1"	"225159"	"234321"	"RND2"	"gpos100"
"NW_015091149.1"	"885878"	"905701"	"JUP"	"gpos100"
"NW_015091149.1"	"369884"	"384217"	"EZH1"	"gpos100"
"NW_015091149.1"	"321133"	"327327"	"PSME3"	"gpos100"
"NW_015091149.1"	"292227"	"298004"	"G6PC1"	"gpos100"
"NW_015091149.1"	"1318925"	"1338647"	"TOP2A"	"gpos100"
"NW_015091149.1"	"183224"	"204128"	"BRCA1"	"gpos100"
"NW_015091149.1"	"845517"	"873852"	"FKBP10"	"gpos100"
"NW_015091149.1"	"327954"	"332870"	"BECN1"	"gpos100"
"NW_015091149.1"	"333204"	"337437"	"CNTD1"	"gpos100"
"NW_015091149.1"	"691494"	"697803"	"LOC106898114"	"gpos100"
"NW_015091149.1"	"437753"	"440776"	"MLX"	"gpos100"
"NW_015091150.1"	"76"	"38613"	"LOC106898116"	"gpos100"
"NW_015091150.1"	"71374"	"79009"	"LOC106898117"	"gpos100"
"NW_015091150.1"	"120920"	"131842"	"LOC106898118"	"gpos100"
"NW_015091150.1"	"102874"	"104535"	"LOC106898119"	"gpos100"
"NW_015091151.1"	"240743"	"270383"	"LOC106898120"	"gpos100"
"NW_015091151.1"	"19826"	"81305"	"CORO2A"	"gpos100"
"NW_015091151.1"	"295372"	"301039"	"HEMGN"	"gpos100"
"NW_015091151.1"	"667179"	"674485"	"LOC106898123"	"gpos100"
"NW_015091151.1"	"227965"	"234870"	"LOC106898124"	"gpos100"
"NW_015091151.1"	"350074"	"353429"	"LOC106898125"	"gpos100"
"NW_015091151.1"	"145101"	"146204"	"ACTL7B"	"gpos100"
"NW_015091151.1"	"284342"	"287537"	"SPINK4"	"gpos100"
"NW_015091151.1"	"387524"	"419450"	"NCBP1"	"gpos100"
"NW_015091151.1"	"419327"	"434872"	"TSTD2"	"gpos100"
"NW_015091151.1"	"436877"	"461763"	"TMOD1"	"gpos100"
"NW_015090781.1"	"3736466"	"3789449"	"NT5C2"	"gpos100"
"NW_015091151.1"	"531039"	"532153"	"LOC106898132"	"gpos100"
"NW_015091151.1"	"546241"	"630368"	"DGKQ"	"gpos100"
"NW_015091151.1"	"551774"	"556092"	"LOC106898134"	"gpos100"
"NW_015091151.1"	"159132"	"167579"	"DNAJA1"	"gpos100"
"NW_015091151.1"	"678664"	"714231"	"ACO1"	"gpos100"
"NW_015091151.1"	"111621"	"142063"	"ELP1"	"gpos100"
"NW_015091151.1"	"172757"	"186850"	"SMU1"	"gpos100"
"NW_015091151.1"	"472034"	"530518"	"TDRD7"	"gpos100"
"NW_015091151.1"	"379716"	"386311"	"XPA"	"gpos100"
"NW_015091151.1"	"85929"	"111318"	"TBC1D2"	"gpos100"
"NW_015091151.1"	"147473"	"158689"	"APTX"	"gpos100"
"NW_015091152.1"	"1007702"	"1012637"	"CDKN1B"	"gpos100"
"NW_015091152.1"	"193973"	"195373"	"LOC106898144"	"gpos100"
"NW_015091152.1"	"1688004"	"1701085"	"KLHL42"	"gpos100"
"NW_015091152.1"	"1881512"	"1907717"	"LOC106898146"	"gpos100"
"NW_015091152.1"	"157192"	"192841"	"LOC106898147"	"gpos100"
"NW_015090781.1"	"1489081"	"1494213"	"LOC106898148"	"gpos100"
"NW_015091152.1"	"199903"	"386265"	"ETV6"	"gpos100"
"NW_015091152.1"	"484438"	"612486"	"LRP6"	"gpos100"
"NW_015091152.1"	"880555"	"881631"	"LOC106898151"	"gpos100"
"NW_015091152.1"	"444284"	"461726"	"BCL2L14"	"gpos100"
"NW_015091152.1"	"648452"	"651434"	"LOC106898153"	"gpos100"
"NW_015091152.1"	"1769632"	"1782301"	"PTHLH"	"gpos100"
"NW_015091152.1"	"936822"	"937211"	"LOC106898155"	"gpos100"
