"GID","TXID","PROTID"
106901412,"XM_014964146.1","XP_014819632.1"
106889605,"XM_014944788.1","XP_014800274.1"
106902755,"XM_014966524.1","XP_014822010.1"
106902755,"XM_014966523.1","XP_014822009.1"
106891876,"XM_014948688.1","XP_014804174.1"
106891876,"XM_014948689.1","XP_014804175.1"
106884529,"XR_001411255.1",""
106884529,"XM_014935971.1","XP_014791457.1"
106888118,"XM_014942144.1","XP_014797630.1"
106897847,"XM_014958740.1","XP_014814226.1"
106893020,"XM_014950605.1","XP_014806091.1"
106884576,"XM_014936055.1","XP_014791541.1"
106884576,"XM_014936057.1","XP_014791543.1"
106889530,"XM_014944644.1","XP_014800130.1"
106893943,"XM_014952299.1","XP_014807785.1"
106893943,"XM_014952298.1","XP_014807784.1"
106893943,"XM_014952300.1","XP_014807786.1"
106901002,"XM_014963325.1","XP_014818811.1"
106895052,"XM_014954137.1","XP_014809623.1"
106898067,"XM_014959139.1","XP_014814625.1"
106885427,"XM_014937629.1","XP_014793115.1"
106893926,"XM_014952266.1","XP_014807752.1"
106893926,"XM_014952261.1","XP_014807747.1"
106893926,"XM_014952264.1","XP_014807750.1"
106893926,"XM_014952265.1","XP_014807751.1"
106893926,"XM_014952263.1","XP_014807749.1"
106885492,"XM_014937715.1","XP_014793201.1"
106885286,"XM_014937336.1","XP_014792822.1"
106885286,"XM_014937333.1","XP_014792819.1"
106885286,"XM_014937332.1","XP_014792818.1"
106885286,"XM_014937330.1","XP_014792816.1"
106885286,"XM_014937331.1","XP_014792817.1"
106885286,"XM_014937329.1","XP_014792815.1"
106885286,"XM_014937334.1","XP_014792820.1"
106885286,"XM_014937337.1","XP_014792823.1"
106885286,"XM_014937338.1","XP_014792824.1"
106885286,"XM_014937339.1","XP_014792825.1"
106885286,"XM_014937340.1","XP_014792826.1"
106893506,"XM_014951549.1","XP_014807035.1"
106893506,"XM_014951546.1","XP_014807032.1"
106893506,"XM_014951540.1","XP_014807026.1"
106893506,"XM_014951548.1","XP_014807034.1"
106893506,"XM_014951543.1","XP_014807029.1"
106893506,"XM_014951542.1","XP_014807028.1"
106893506,"XM_014951541.1","XP_014807027.1"
106893506,"XM_014951545.1","XP_014807031.1"
106893506,"XM_014951544.1","XP_014807030.1"
106893506,"XM_014951539.1","XP_014807025.1"
106898006,"XM_014959062.1","XP_014814548.1"
106898600,"XM_014959909.1","XP_014815395.1"
106895032,"XM_014954115.1","XP_014809601.1"
106898980,"XM_014960603.1","XP_014816089.1"
106898980,"XM_014960602.1","XP_014816088.1"
106901020,"XM_014963346.1","XP_014818832.1"
106900921,"XM_014963217.1","XP_014818703.1"
106891734,"XM_014948450.1","XP_014803936.1"
106888440,"XM_014942678.1","XP_014798164.1"
106889663,"XM_014944886.1","XP_014800372.1"
106889663,"XM_014944887.1","XP_014800373.1"
106890854,"XM_014946926.1","XP_014802412.1"
106888790,"XM_014943270.1","XP_014798756.1"
106888790,"XM_014943271.1","XP_014798757.1"
106885203,"XM_014937194.1","XP_014792680.1"
106895373,"XM_014954779.1","XP_014810265.1"
106895373,"XM_014954780.1","XP_014810266.1"
106897678,"XM_014958451.1","XP_014813937.1"
106885894,"XM_014938414.1","XP_014793900.1"
106885894,"XM_014938413.1","XP_014793899.1"
106885894,"XM_014938415.1","XP_014793901.1"
106891376,"XM_014947841.1","XP_014803327.1"
106896328,"XM_014956163.1","XP_014811649.1"
106889632,"XM_014944845.1","XP_014800331.1"
106888437,"XM_014942674.1","XP_014798160.1"
106894015,"XM_014952435.1","XP_014807921.1"
106894015,"XM_014952434.1","XP_014807920.1"
106899197,"XM_014960917.1","XP_014816403.1"
106899197,"XM_014960915.1","XP_014816401.1"
106899197,"XM_014960910.1","XP_014816396.1"
106899197,"XM_014960913.1","XP_014816399.1"
106899197,"XM_014960911.1","XP_014816397.1"
106899197,"XM_014960914.1","XP_014816400.1"
106899197,"XM_014960909.1","XP_014816395.1"
106899197,"XM_014960919.1","XP_014816405.1"
106899197,"XM_014960916.1","XP_014816402.1"
106899197,"XM_014960918.1","XP_014816404.1"
106887275,"XM_014940735.1","XP_014796221.1"
106896665,"XM_014956828.1","XP_014812314.1"
106888021,"XM_014942015.1","XP_014797501.1"
106901960,"XM_014965191.1","XP_014820677.1"
106901960,"XM_014965112.1","XP_014820598.1"
106902071,"XM_014965247.1","XP_014820733.1"
106892249,"XM_014949301.1","XP_014804787.1"
106892249,"XM_014949299.1","XP_014804785.1"
106892249,"XM_014949298.1","XP_014804784.1"
106892249,"XM_014949300.1","XP_014804786.1"
106893111,"XM_014950783.1","XP_014806269.1"
106888259,"XM_014942352.1","XP_014797838.1"
106888259,"XM_014942353.1","XP_014797839.1"
106891286,"XM_014947736.1","XP_014803222.1"
106890070,"XM_014945647.1","XP_014801133.1"
106898839,"XM_014960340.1","XP_014815826.1"
106898839,"XM_014960341.1","XP_014815827.1"
106898839,"XM_014960342.1","XP_014815828.1"
106898839,"XM_014960343.1","XP_014815829.1"
106888308,"XM_014942443.1","XP_014797929.1"
106888308,"XM_014942444.1","XP_014797930.1"
106902150,"XM_014965354.1","XP_014820840.1"
106902150,"XM_014965355.1","XP_014820841.1"
106902150,"XM_014965356.1","XP_014820842.1"
106902150,"XM_014965357.1","XP_014820843.1"
106902150,"XM_014965358.1","XP_014820844.1"
106888365,"XM_014942546.1","XP_014798032.1"
106888365,"XM_014942547.1","XP_014798033.1"
106890159,"XM_014945778.1","XP_014801264.1"
106899678,"XM_014961559.1","XP_014817045.1"
106895708,"XM_014955415.1","XP_014810901.1"
106895708,"XM_014955346.1","XP_014810832.1"
106889212,"XM_014944039.1","XP_014799525.1"
106889212,"XM_014944038.1","XP_014799524.1"
106896739,"XM_014956937.1","XP_014812423.1"
106893178,"XM_014950930.1","XP_014806416.1"
106898772,"XM_014960212.1","XP_014815698.1"
106898772,"XM_014960211.1","XP_014815697.1"
106898772,"XM_014960213.1","XP_014815699.1"
106895739,"XM_014955353.1","XP_014810839.1"
106889733,"XM_014945090.1","XP_014800576.1"
106889733,"XM_014945091.1","XP_014800577.1"
106889733,"XM_014945092.1","XP_014800578.1"
106895048,"XM_014954132.1","XP_014809618.1"
106894131,"XM_014952643.1","XP_014808129.1"
106891666,"XM_014948376.1","XP_014803862.1"
106891679,"XM_014948389.1","XP_014803875.1"
106891679,"XR_001412744.1",""
106895946,"XM_014955629.1","XP_014811115.1"
106892171,"XM_014949167.1","XP_014804653.1"
106892171,"XM_014949168.1","XP_014804654.1"
106899362,"XM_014961148.1","XP_014816634.1"
106895652,"XM_014955197.1","XP_014810683.1"
106898140,"XM_014959234.1","XP_014814720.1"
106898140,"XM_014959233.1","XP_014814719.1"
106898140,"XM_014959231.1","XP_014814717.1"
106890780,"XM_014946798.1","XP_014802284.1"
106898606,"XM_014959925.1","XP_014815411.1"
106898606,"XM_014959917.1","XP_014815403.1"
106896203,"XM_014955987.1","XP_014811473.1"
106901284,"XM_014963831.1","XP_014819317.1"
106902673,"XM_014966348.1","XP_014821834.1"
106902519,"XM_014966065.1","XP_014821551.1"
106893077,"XM_014950684.1","XP_014806170.1"
106893077,"XM_014950685.1","XP_014806171.1"
106893077,"XM_014950687.1","XP_014806173.1"
106893077,"XM_014950689.1","XP_014806175.1"
106893077,"XM_014950686.1","XP_014806172.1"
106884876,"XM_014936613.1","XP_014792099.1"
106897656,"XM_014958420.1","XP_014813906.1"
106897656,"XM_014958421.1","XP_014813907.1"
106901387,"XM_014964085.1","XP_014819571.1"
106888925,"XM_014943484.1","XP_014798970.1"
106889748,"XM_014945124.1","XP_014800610.1"
106897071,"XM_014957455.1","XP_014812941.1"
106897071,"XM_014957454.1","XP_014812940.1"
106898920,"XM_014960514.1","XP_014816000.1"
106898920,"XM_014960513.1","XP_014815999.1"
106895367,"XM_014954768.1","XP_014810254.1"
106901245,"XM_014963738.1","XP_014819224.1"
106893634,"XR_001413126.1",""
106893634,"XR_001413123.1",""
106893634,"XR_001413125.1",""
106893634,"XR_001413124.1",""
106893634,"XR_001413128.1",""
106893634,"XR_001413127.1",""
106893634,"XM_014951758.1","XP_014807244.1"
106893634,"XM_014951759.1","XP_014807245.1"
106893634,"XM_014951760.1","XP_014807246.1"
106893634,"XM_014951761.1","XP_014807247.1"
106900430,"XM_014962510.1","XP_014817996.1"
106896289,"XM_014956122.1","XP_014811608.1"
106890137,"XM_014945752.1","XP_014801238.1"
106889665,"XM_014944888.1","XP_014800374.1"
106884680,"XM_014936205.1","XP_014791691.1"
106894949,"XM_014954007.1","XP_014809493.1"
106897685,"XM_014958462.1","XP_014813948.1"
106901016,"XM_014963341.1","XP_014818827.1"
106902499,"XM_014966018.1","XP_014821504.1"
106902499,"XM_014966017.1","XP_014821503.1"
106902499,"XM_014966016.1","XP_014821502.1"
106890515,"XM_014946402.1","XP_014801888.1"
106885290,"XM_014937345.1","XP_014792831.1"
106892214,"XM_014949238.1","XP_014804724.1"
106890850,"XM_014946920.1","XP_014802406.1"
106886901,"XM_014940186.1","XP_014795672.1"
106889223,"XM_014944058.1","XP_014799544.1"
106889223,"XM_014944059.1","XP_014799545.1"
106887797,"XM_014941533.1","XP_014797019.1"
106887797,"XM_014941534.1","XP_014797020.1"
106887797,"XM_014941532.1","XP_014797018.1"
106887797,"XM_014941535.1","XP_014797021.1"
106901505,"XM_014964313.1","XP_014819799.1"
106886020,"XM_014938623.1","XP_014794109.1"
106886454,"XM_014939429.1","XP_014794915.1"
106886454,"XM_014939431.1","XP_014794917.1"
106886454,"XM_014939430.1","XP_014794916.1"
106886454,"XM_014939428.1","XP_014794914.1"
106893079,"XM_014950691.1","XP_014806177.1"
106893118,"XM_014950796.1","XP_014806282.1"
106893118,"XM_014950797.1","XP_014806283.1"
106891626,"XM_014948303.1","XP_014803789.1"
106895734,"XM_014955347.1","XP_014810833.1"
106900291,"XM_014962305.1","XP_014817791.1"
106885642,"XM_014938000.1","XP_014793486.1"
106892456,"XM_014949668.1","XP_014805154.1"
106892456,"XM_014949669.1","XP_014805155.1"
106897890,"XM_014958860.1","XP_014814346.1"
106897890,"XM_014958862.1","XP_014814348.1"
106887950,"XM_014941772.1","XP_014797258.1"
106887950,"XM_014941771.1","XP_014797257.1"
106900081,"XM_014962064.1","XP_014817550.1"
106891804,"XM_014948570.1","XP_014804056.1"
106889217,"XM_014944045.1","XP_014799531.1"
106894515,"XM_014953180.1","XP_014808666.1"
106894515,"XR_001413275.1",""
106894515,"XR_001413276.1",""
106887214,"XM_014940650.1","XP_014796136.1"
106893203,"XM_014950977.1","XP_014806463.1"
106893203,"XM_014950981.1","XP_014806467.1"
106893203,"XM_014950982.1","XP_014806468.1"
106893203,"XM_014950980.1","XP_014806466.1"
106893203,"XM_014950983.1","XP_014806469.1"
106893203,"XM_014950978.1","XP_014806464.1"
106893203,"XM_014950979.1","XP_014806465.1"
106890557,"XM_014946463.1","XP_014801949.1"
106888689,"XM_014943097.1","XP_014798583.1"
106888689,"XM_014943096.1","XP_014798582.1"
106888689,"XM_014943095.1","XP_014798581.1"
106888689,"XM_014943094.1","XP_014798580.1"
106888689,"XM_014943092.1","XP_014798578.1"
106888689,"XM_014943093.1","XP_014798579.1"
106888689,"XM_014943091.1","XP_014798577.1"
106888689,"XM_014943098.1","XP_014798584.1"
106888334,"XM_014942495.1","XP_014797981.1"
106896457,"XM_014956481.1","XP_014811967.1"
106896457,"XM_014956474.1","XP_014811960.1"
106894318,"XM_014952929.1","XP_014808415.1"
106886576,"XM_014939641.1","XP_014795127.1"
106887633,"XM_014941262.1","XP_014796748.1"
106894595,"XM_014953339.1","XP_014808825.1"
106894595,"XM_014953338.1","XP_014808824.1"
106894526,"XM_014953202.1","XP_014808688.1"
106900861,"XM_014963080.1","XP_014818566.1"
106896680,"XM_014956822.1","XP_014812308.1"
106902146,"XM_014965334.1","XP_014820820.1"
106897133,"XM_014957557.1","XP_014813043.1"
106889974,"XM_014945498.1","XP_014800984.1"
106902421,"XM_014965834.1","XP_014821320.1"
106886119,"XM_014938796.1","XP_014794282.1"
106886119,"XM_014938795.1","XP_014794281.1"
106886119,"XM_014938794.1","XP_014794280.1"
106898819,"XM_014960303.1","XP_014815789.1"
106901434,"XM_014964188.1","XP_014819674.1"
106895796,"XM_014955413.1","XP_014810899.1"
106893549,"XM_014951603.1","XP_014807089.1"
106893549,"XM_014951605.1","XP_014807091.1"
106893549,"XM_014951606.1","XP_014807092.1"
106893549,"XM_014951604.1","XP_014807090.1"
106902032,"XM_014965195.1","XP_014820681.1"
106891039,"XM_014947217.1","XP_014802703.1"
106900560,"XM_014962646.1","XP_014818132.1"
106886092,"XM_014938759.1","XP_014794245.1"
106892424,"XM_014949627.1","XP_014805113.1"
106892424,"XM_014949626.1","XP_014805112.1"
106893690,"XM_014951864.1","XP_014807350.1"
106893246,"XM_014951070.1","XP_014806556.1"
106893246,"XM_014951071.1","XP_014806557.1"
106893246,"XM_014951073.1","XP_014806559.1"
106893246,"XM_014951072.1","XP_014806558.1"
106893246,"XM_014951074.1","XP_014806560.1"
106893239,"XM_014951059.1","XP_014806545.1"
106896856,"XM_014957122.1","XP_014812608.1"
106885713,"XR_001411489.1",""
106885713,"XM_014938123.1","XP_014793609.1"
106899527,"XM_014961403.1","XP_014816889.1"
106901744,"XR_001414378.1",""
106901744,"XM_014964681.1","XP_014820167.1"
106901744,"XR_001414379.1",""
106901744,"XM_014964680.1","XP_014820166.1"
106893520,"XM_014951570.1","XP_014807056.1"
106893520,"XM_014951567.1","XP_014807053.1"
106893520,"XM_014951569.1","XP_014807055.1"
106893520,"XM_014951568.1","XP_014807054.1"
106888654,"XM_014943043.1","XP_014798529.1"
106895589,"XM_014955042.1","XP_014810528.1"
106895589,"XM_014955040.1","XP_014810526.1"
106895589,"XR_001413452.1",""
106895589,"XM_014955043.1","XP_014810529.1"
106895589,"XM_014955044.1","XP_014810530.1"
106888596,"XM_014942931.1","XP_014798417.1"
106888596,"XM_014942932.1","XP_014798418.1"
106891452,"XM_014947999.1","XP_014803485.1"
106893636,"XM_014951770.1","XP_014807256.1"
106893636,"XM_014951769.1","XP_014807255.1"
106893636,"XM_014951766.1","XP_014807252.1"
106893636,"XM_014951767.1","XP_014807253.1"
106893636,"XM_014951768.1","XP_014807254.1"
106893636,"XM_014951771.1","XP_014807257.1"
106893636,"XM_014951773.1","XP_014807259.1"
106893636,"XM_014951774.1","XP_014807260.1"
106893636,"XR_001413129.1",""
106898236,"XM_014959365.1","XP_014814851.1"
106896088,"XM_014955813.1","XP_014811299.1"
106890865,"XM_014946940.1","XP_014802426.1"
106890865,"XM_014946939.1","XP_014802425.1"
106890865,"XM_014946944.1","XP_014802430.1"
106890865,"XM_014946946.1","XP_014802432.1"
106890865,"XM_014946945.1","XP_014802431.1"
106890865,"XM_014946948.1","XP_014802434.1"
106890865,"XM_014946943.1","XP_014802429.1"
106890865,"XR_001412589.1",""
106890865,"XM_014946947.1","XP_014802433.1"
106890865,"XM_014946941.1","XP_014802427.1"
106888929,"XM_014943489.1","XP_014798975.1"
106888929,"XR_001412230.1",""
106888929,"XM_014943487.1","XP_014798973.1"
106897091,"XM_014957480.1","XP_014812966.1"
106888624,"XM_014942979.1","XP_014798465.1"
106888624,"XM_014942980.1","XP_014798466.1"
106893669,"XM_014951832.1","XP_014807318.1"
106893669,"XM_014951831.1","XP_014807317.1"
106893669,"XM_014951833.1","XP_014807319.1"
106893669,"XM_014951834.1","XP_014807320.1"
106893669,"XM_014951835.1","XP_014807321.1"
106894979,"XM_014954035.1","XP_014809521.1"
106889734,"XM_014945093.1","XP_014800579.1"
106893827,"XM_014952060.1","XP_014807546.1"
106884590,"XM_014936083.1","XP_014791569.1"
106884590,"XM_014936084.1","XP_014791570.1"
106900490,"XM_014962574.1","XP_014818060.1"
106900490,"XM_014962573.1","XP_014818059.1"
106900490,"XR_001414169.1",""
106888677,"XM_014943082.1","XP_014798568.1"
106892442,"XM_014949649.1","XP_014805135.1"
106892442,"XM_014949650.1","XP_014805136.1"
106892442,"XM_014949651.1","XP_014805137.1"
106899418,"XM_014961230.1","XP_014816716.1"
106899110,"XM_014960786.1","XP_014816272.1"
106890573,"XM_014946486.1","XP_014801972.1"
106890612,"XM_014946546.1","XP_014802032.1"
106890626,"XM_014946568.1","XP_014802054.1"
106890626,"XM_014946569.1","XP_014802055.1"
106890626,"XM_014946570.1","XP_014802056.1"
106897546,"XM_014958240.1","XP_014813726.1"
106893732,"XM_014951920.1","XP_014807406.1"
106893732,"XM_014951921.1","XP_014807407.1"
106893732,"XM_014951922.1","XP_014807408.1"
106886546,"XM_014939577.1","XP_014795063.1"
106887895,"XM_014941661.1","XP_014797147.1"
106898953,"XM_014960566.1","XP_014816052.1"
106895813,"XM_014955437.1","XP_014810923.1"
106895813,"XM_014955435.1","XP_014810921.1"
106895813,"XM_014955436.1","XP_014810922.1"
106895813,"XM_014955434.1","XP_014810920.1"
106895813,"XM_014955438.1","XP_014810924.1"
106890642,"XM_014946596.1","XP_014802082.1"
106895630,"XM_014955160.1","XP_014810646.1"
106895630,"XM_014955159.1","XP_014810645.1"
106902538,"XM_014966108.1","XP_014821594.1"
106892986,"XM_014950583.1","XP_014806069.1"
106892986,"XM_014950582.1","XP_014806068.1"
106902445,"XM_014965895.1","XP_014821381.1"
106902445,"XM_014965893.1","XP_014821379.1"
106902445,"XM_014965892.1","XP_014821378.1"
106902445,"XM_014965890.1","XP_014821376.1"
106902445,"XM_014965889.1","XP_014821375.1"
106902445,"XM_014965891.1","XP_014821377.1"
106890917,"XM_014947031.1","XP_014802517.1"
106890917,"XM_014947030.1","XP_014802516.1"
106890917,"XM_014947029.1","XP_014802515.1"
106895321,"XM_014954685.1","XP_014810171.1"
106888362,"XM_014942535.1","XP_014798021.1"
106888362,"XM_014942537.1","XP_014798023.1"
106888362,"XM_014942539.1","XP_014798025.1"
106888362,"XM_014942538.1","XP_014798024.1"
106888362,"XM_014942542.1","XP_014798028.1"
106888362,"XM_014942540.1","XP_014798026.1"
106888362,"XM_014942543.1","XP_014798029.1"
106888362,"XM_014942544.1","XP_014798030.1"
106888362,"XM_014942536.1","XP_014798022.1"
106902061,"XM_014965228.1","XP_014820714.1"
106900245,"XM_014962241.1","XP_014817727.1"
106900432,"XM_014962512.1","XP_014817998.1"
106900432,"XM_014962511.1","XP_014817997.1"
106900432,"XM_014962513.1","XP_014817999.1"
106884764,"XR_001411284.1",""
106884764,"XM_014936316.1","XP_014791802.1"
106884764,"XM_014936317.1","XP_014791803.1"
106901321,"XM_014963934.1","XP_014819420.1"
106901321,"XM_014963937.1","XP_014819423.1"
106901321,"XM_014963940.1","XP_014819426.1"
106901321,"XM_014963938.1","XP_014819424.1"
106901321,"XM_014963939.1","XP_014819425.1"
106901321,"XM_014963941.1","XP_014819427.1"
106901321,"XM_014963935.1","XP_014819421.1"
106901321,"XM_014963942.1","XP_014819428.1"
106889913,"XM_014945428.1","XP_014800914.1"
106895747,"XM_014955363.1","XP_014810849.1"
106891401,"XM_014947881.1","XP_014803367.1"
106891401,"XM_014947879.1","XP_014803365.1"
106888337,"XM_014942494.1","XP_014797980.1"
106899787,"XM_014961703.1","XP_014817189.1"
106899787,"XM_014961702.1","XP_014817188.1"
106899787,"XM_014961701.1","XP_014817187.1"
106899787,"XM_014961699.1","XP_014817185.1"
106899787,"XM_014961700.1","XP_014817186.1"
106899787,"XM_014961698.1","XP_014817184.1"
106887447,"XM_014940979.1","XP_014796465.1"
106887447,"XM_014940980.1","XP_014796466.1"
106896360,"XM_014956312.1","XP_014811798.1"
106885175,"XM_014937142.1","XP_014792628.1"
106900476,"XM_014962556.1","XP_014818042.1"
106900476,"XM_014962555.1","XP_014818041.1"
106901366,"XM_014964060.1","XP_014819546.1"
106901366,"XM_014964044.1","XP_014819530.1"
106901366,"XM_014964051.1","XP_014819537.1"
106901366,"XM_014964071.1","XP_014819557.1"
106898906,"XM_014960486.1","XP_014815972.1"
106898906,"XM_014960487.1","XP_014815973.1"
106901483,"XM_014964280.1","XP_014819766.1"
106901483,"XM_014964281.1","XP_014819767.1"
106895306,"XM_014954661.1","XP_014810147.1"
106895306,"XM_014954659.1","XP_014810145.1"
106895306,"XM_014954660.1","XP_014810146.1"
106892139,"XM_014949106.1","XP_014804592.1"
106892139,"XM_014949115.1","XP_014804601.1"
106892139,"XM_014949123.1","XP_014804609.1"
106888518,"XM_014942778.1","XP_014798264.1"
106893554,"XM_014951614.1","XP_014807100.1"
106893104,"XM_014950748.1","XP_014806234.1"
106893104,"XM_014950750.1","XP_014806236.1"
106893104,"XM_014950749.1","XP_014806235.1"
106893104,"XM_014950751.1","XP_014806237.1"
106895749,"XM_014955365.1","XP_014810851.1"
106897448,"XM_014958067.1","XP_014813553.1"
106897448,"XM_014958076.1","XP_014813562.1"
106897448,"XM_014958085.1","XP_014813571.1"
106901299,"XM_014963879.1","XP_014819365.1"
106901299,"XM_014963880.1","XP_014819366.1"
106891892,"XM_014948719.1","XP_014804205.1"
106891892,"XM_014948718.1","XP_014804204.1"
106891892,"XR_001412798.1",""
106890053,"XM_014945624.1","XP_014801110.1"
106890053,"XM_014945625.1","XP_014801111.1"
106902452,"XM_014965915.1","XP_014821401.1"
106902452,"XM_014965917.1","XP_014821403.1"
106902452,"XM_014965916.1","XP_014821402.1"
106894874,"XM_014953861.1","XP_014809347.1"
106887974,"XM_014941841.1","XP_014797327.1"
106896942,"XM_014957282.1","XP_014812768.1"
106896942,"XM_014957281.1","XP_014812767.1"
106896942,"XM_014957280.1","XP_014812766.1"
106897435,"XM_014958045.1","XP_014813531.1"
106897435,"XM_014958046.1","XP_014813532.1"
106884900,"XM_014936645.1","XP_014792131.1"
106884900,"XM_014936647.1","XP_014792133.1"
106884900,"XM_014936648.1","XP_014792134.1"
106884900,"XM_014936646.1","XP_014792132.1"
106884900,"XM_014936650.1","XP_014792136.1"
106887250,"XM_014940700.1","XP_014796186.1"
106897884,"XM_014958846.1","XP_014814332.1"
106888313,"XM_014942452.1","XP_014797938.1"
106901934,"XR_001414404.1",""
106901934,"XM_014965027.1","XP_014820513.1"
106896242,"XM_014956058.1","XP_014811544.1"
106889652,"XM_014944873.1","XP_014800359.1"
106887562,"XM_014941156.1","XP_014796642.1"
106888587,"XM_014942924.1","XP_014798410.1"
106902016,"XM_014965173.1","XP_014820659.1"
106890403,"XM_014946198.1","XP_014801684.1"
106895037,"XM_014954120.1","XP_014809606.1"
106893179,"XM_014950931.1","XP_014806417.1"
106897460,"XM_014958084.1","XP_014813570.1"
106897460,"XM_014958086.1","XP_014813572.1"
106897460,"XM_014958087.1","XP_014813573.1"
106897697,"XM_014958494.1","XP_014813980.1"
106897697,"XM_014958493.1","XP_014813979.1"
106889501,"XM_014944585.1","XP_014800071.1"
106889501,"XM_014944584.1","XP_014800070.1"
106889501,"XM_014944582.1","XP_014800068.1"
106889501,"XM_014944583.1","XP_014800069.1"
106902193,"XM_014965477.1","XP_014820963.1"
106902193,"XM_014965476.1","XP_014820962.1"
106902193,"XR_001414448.1",""
106901228,"XM_014963671.1","XP_014819157.1"
106901228,"XM_014963674.1","XP_014819160.1"
106901228,"XR_001414285.1",""
106901228,"XR_001414284.1",""
106901228,"XM_014963673.1","XP_014819159.1"
106901228,"XM_014963670.1","XP_014819156.1"
106901228,"XM_014963672.1","XP_014819158.1"
106888130,"XM_014942158.1","XP_014797644.1"
106893733,"XM_014951924.1","XP_014807410.1"
106888044,"XM_014942031.1","XP_014797517.1"
106893293,"XM_014951149.1","XP_014806635.1"
106889081,"XM_014943801.1","XP_014799287.1"
106887225,"XM_014940668.1","XP_014796154.1"
106887225,"XM_014940667.1","XP_014796153.1"
106887225,"XM_014940666.1","XP_014796152.1"
106888379,"XM_014942579.1","XP_014798065.1"
106902261,"XM_014965615.1","XP_014821101.1"
106894928,"XM_014953959.1","XP_014809445.1"
106891652,"XM_014948352.1","XP_014803838.1"
106891652,"XM_014948351.1","XP_014803837.1"
106887926,"XM_014941711.1","XP_014797197.1"
106887926,"XM_014941710.1","XP_014797196.1"
106898919,"XM_014960511.1","XP_014815997.1"
106898919,"XM_014960512.1","XP_014815998.1"
106892807,"XM_014950325.1","XP_014805811.1"
106897111,"XR_001413725.1",""
106897111,"XM_014957507.1","XP_014812993.1"
106897111,"XM_014957509.1","XP_014812995.1"
106897111,"XM_014957508.1","XP_014812994.1"
106897111,"XM_014957510.1","XP_014812996.1"
106888003,"XM_014941920.1","XP_014797406.1"
106902851,"XM_014966670.1","XP_014822156.1"
106902851,"XM_014966671.1","XP_014822157.1"
106902851,"XM_014966672.1","XP_014822158.1"
106886358,"XM_014939196.1","XP_014794682.1"
106886358,"XM_014939195.1","XP_014794681.1"
106895600,"XM_014955088.1","XP_014810574.1"
106899206,"XM_014960936.1","XP_014816422.1"
106902154,"XM_014965363.1","XP_014820849.1"
106902246,"XM_014965584.1","XP_014821070.1"
106902246,"XM_014965583.1","XP_014821069.1"
106902246,"XM_014965585.1","XP_014821071.1"
106887616,"XM_014941243.1","XP_014796729.1"
106887616,"XM_014941244.1","XP_014796730.1"
106893621,"XM_014951742.1","XP_014807228.1"
106889252,"XM_014944089.1","XP_014799575.1"
106895526,"XM_014954967.1","XP_014810453.1"
106898429,"XM_014959669.1","XP_014815155.1"
106898429,"XM_014959667.1","XP_014815153.1"
106886149,"XM_014938855.1","XP_014794341.1"
106896169,"XM_014955938.1","XP_014811424.1"
106896169,"XM_014955940.1","XP_014811426.1"
106901573,"XM_014964820.1","XP_014820306.1"
106901573,"XM_014965632.1","XP_014821118.1"
106896344,"XM_014956235.1","XP_014811721.1"
106896344,"XM_014956232.1","XP_014811718.1"
106896344,"XM_014956234.1","XP_014811720.1"
106896344,"XM_014956236.1","XP_014811722.1"
106896344,"XM_014956231.1","XP_014811717.1"
106896344,"XM_014956237.1","XP_014811723.1"
106896344,"XM_014956238.1","XP_014811724.1"
106892174,"XM_014949178.1","XP_014804664.1"
106902468,"XM_014965962.1","XP_014821448.1"
106902468,"XM_014965961.1","XP_014821447.1"
106902468,"XM_014965960.1","XP_014821446.1"
106902468,"XM_014965963.1","XP_014821449.1"
106902468,"XM_014965964.1","XP_014821450.1"
106902468,"XM_014965957.1","XP_014821443.1"
106902468,"XM_014965958.1","XP_014821444.1"
106902468,"XM_014965965.1","XP_014821451.1"
106900867,"XM_014963097.1","XP_014818583.1"
106900867,"XM_014963096.1","XP_014818582.1"
106890619,"XM_014946559.1","XP_014802045.1"
106890619,"XR_001412542.1",""
106890619,"XM_014946556.1","XP_014802042.1"
106890619,"XM_014946557.1","XP_014802043.1"
106890619,"XM_014946558.1","XP_014802044.1"
106889707,"XM_014945000.1","XP_014800486.1"
106889707,"XM_014945001.1","XP_014800487.1"
106889707,"XM_014945003.1","XP_014800489.1"
106890849,"XM_014946919.1","XP_014802405.1"
106893960,"XM_014952322.1","XP_014807808.1"
106889064,"XM_014943751.1","XP_014799237.1"
106889064,"XM_014943747.1","XP_014799233.1"
106889064,"XM_014943745.1","XP_014799231.1"
106889064,"XM_014943744.1","XP_014799230.1"
106889064,"XM_014943753.1","XP_014799239.1"
106889064,"XR_001412248.1",""
106889064,"XM_014943746.1","XP_014799232.1"
106889064,"XM_014943750.1","XP_014799236.1"
106889064,"XM_014943749.1","XP_014799235.1"
106889064,"XM_014943748.1","XP_014799234.1"
106889064,"XM_014943752.1","XP_014799238.1"
106889064,"XR_001412249.1",""
106892788,"XM_014950294.1","XP_014805780.1"
106892788,"XM_014950293.1","XP_014805779.1"
106901879,"XM_014964890.1","XP_014820376.1"
106901879,"XM_014964891.1","XP_014820377.1"
106895275,"XM_014954608.1","XP_014810094.1"
106895275,"XM_014954610.1","XP_014810096.1"
106902818,"XR_001414601.1",""
106902818,"XM_014966635.1","XP_014822121.1"
