Sample_ID,Filename,Species,Dev_stage,Sex,Age,Phenotype,Collected_by,Collection_date,Biomaterial_provider,Geographic_location,Ecotype,Body_mass,Testes_mass,Bird_ID,Gonadosomatic_index,Tissue,Tissue_complete,Sample_Type,Concentration,Volume,Flow_cell,Seq_provider,Type,Lib_prep,Lib_kit,Seq_prep,Seq_kit,Lib_size,RIN
s329_S_GON_01,s329_S_GON_01_R1.gz,Calidris pugnax,Adult,Male,10,Satellite,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Gon,Male gonads (testes),Total RNA,47,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),54140618,NA
s329_S_GON_01,s329_S_GON_01_R2.gz,Calidris pugnax,Adult,Male,10,Satellite,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Gon,Male gonads (testes),Total RNA,47,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),54140618,NA
s329_S_HYP_02,s329_S_HYP_02_R1.gz,Calidris pugnax,Adult,Male,10,Satellite,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Hyp,Hypothalamus,Total RNA,92,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),50884222,8.7
s329_S_HYP_02,s329_S_HYP_02_R2.gz,Calidris pugnax,Adult,Male,10,Satellite,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Hyp,Hypothalamus,Total RNA,92,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),50884222,8.7
s329_S_LS_02,s329_S_LS_02_R1.gz,Calidris pugnax,Adult,Male,10,Satellite,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,LS,Lateral septum,Total RNA,108,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),57367765,7.5
s329_S_LS_02,s329_S_LS_02_R2.gz,Calidris pugnax,Adult,Male,10,Satellite,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,LS,Lateral septum,Total RNA,108,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),57367765,7.5
s329_S_NC_02,s329_S_NC_02_R1.gz,Calidris pugnax,Adult,Male,10,Satellite,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,NC,Caudal nidopallium,Total RNA,97,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),39465112,8.4
s329_S_NC_02,s329_S_NC_02_R2.gz,Calidris pugnax,Adult,Male,10,Satellite,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,NC,Caudal nidopallium,Total RNA,97,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),39465112,8.4
s329_S_PIT_01,s329_S_PIT_01_R1.gz,Calidris pugnax,Adult,Male,10,Satellite,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Pit,Pituitary gland,Total RNA,60,20,H2FYWDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),50992041,NA
s329_S_PIT_01,s329_S_PIT_01_R2.gz,Calidris pugnax,Adult,Male,10,Satellite,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Pit,Pituitary gland,Total RNA,60,20,H2FYWDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),50992041,NA
s329_S_POA_02,s329_S_POA_02_R1.gz,Calidris pugnax,Adult,Male,10,Satellite,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,POM,Medial preoptic area,Total RNA,108,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),55020808,7.9
s329_S_POA_02,s329_S_POA_02_R2.gz,Calidris pugnax,Adult,Male,10,Satellite,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,POM,Medial preoptic area,Total RNA,108,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),55020808,7.9
s329_S_RAP_03,s329_S_RAP_03_R1.gz,Calidris pugnax,Adult,Male,10,Satellite,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Rap,Raphe,Total RNA,74,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),56114519,7.9
s329_S_RAP_03,s329_S_RAP_03_R2.gz,Calidris pugnax,Adult,Male,10,Satellite,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,Rap,Raphe,Total RNA,74,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),56114519,7.9
s329_S_TNA_03,s329_S_TNA_03_R2.gz,Calidris pugnax,Adult,Male,10,Satellite,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Total RNA,104,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),62628962,7.9
s329_S_TNA_03,s329_S_TNA_03_R1.gz,Calidris pugnax,Adult,Male,10,Satellite,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Total RNA,104,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),62628962,7.9
s329_S_VTA_03,s329_S_VTA_03_R1.gz,Calidris pugnax,Adult,Male,10,Satellite,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,VTA+SN,Ventral tegmental area and substantia nigra,Total RNA,94,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),72710215,8.8
s329_S_VTA_03,s329_S_VTA_03_R2.gz,Calidris pugnax,Adult,Male,10,Satellite,Jasmine L. Loveland,6/15/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,163.64,3.92,329,2.4,VTA+SN,Ventral tegmental area and substantia nigra,Total RNA,94,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),72710215,8.8
s370_I_ADR_02,s370_I_ADR_02_R1.gz,Calidris pugnax,Adult,Male,8,Independent,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Adr,Adrenal glands,Total RNA,53.2,40,HN35CDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),55078812,8
s370_I_ADR_02,s370_I_ADR_02_R2.gz,Calidris pugnax,Adult,Male,8,Independent,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Adr,Adrenal glands,Total RNA,53.2,40,HN35CDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),55078812,8
s370_I_GON_01,s370_I_GON_01_R1.gz,Calidris pugnax,Adult,Male,8,Independent,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Gon,Male gonads (testes),Total RNA,51,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),67201223,NA
s370_I_GON_01,s370_I_GON_01_R2.gz,Calidris pugnax,Adult,Male,8,Independent,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Gon,Male gonads (testes),Total RNA,51,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),67201223,NA
s370_I_HYP_02,s370_I_HYP_02_R1.gz,Calidris pugnax,Adult,Male,8,Independent,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Hyp,Hypothalamus,Total RNA,119,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),62585111,7.8
s370_I_HYP_02,s370_I_HYP_02_R2.gz,Calidris pugnax,Adult,Male,8,Independent,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Hyp,Hypothalamus,Total RNA,119,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),62585111,7.8
s370_I_LS_02,s370_I_LS_02_R1.gz,Calidris pugnax,Adult,Male,8,Independent,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,LS,Lateral septum,Total RNA,115,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),58646653,7.6
s370_I_LS_02,s370_I_LS_02_R2.gz,Calidris pugnax,Adult,Male,8,Independent,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,LS,Lateral septum,Total RNA,115,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),58646653,7.6
s370_I_NC_02,s370_I_NC_02_R1.gz,Calidris pugnax,Adult,Male,8,Independent,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,NC,Caudal nidopallium,Total RNA,94,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),32352832,NA
s370_I_NC_02,s370_I_NC_02_R2.gz,Calidris pugnax,Adult,Male,8,Independent,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,NC,Caudal nidopallium,Total RNA,94,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),32352832,NA
s370_I_PIT_01,s370_I_PIT_01_R1.gz,Calidris pugnax,Adult,Male,8,Independent,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Pit,Pituitary gland,Total RNA,60.5,20,H2FYWDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),55334411,9.8
s370_I_PIT_01,s370_I_PIT_01_R2.gz,Calidris pugnax,Adult,Male,8,Independent,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Pit,Pituitary gland,Total RNA,60.5,20,H2FYWDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),55334411,9.8
s370_I_POA_02,s370_I_POA_02_R1.gz,Calidris pugnax,Adult,Male,8,Independent,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,POM,Medial preoptic area,Total RNA,103,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),47435583,7.8
s370_I_POA_02,s370_I_POA_02_R2.gz,Calidris pugnax,Adult,Male,8,Independent,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,POM,Medial preoptic area,Total RNA,103,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),47435583,7.8
s370_I_RAP_03,s370_I_RAP_03_R1.gz,Calidris pugnax,Adult,Male,8,Independent,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Rap,Raphe,Total RNA,69,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),61958755,7.9
s370_I_RAP_03,s370_I_RAP_03_R2.gz,Calidris pugnax,Adult,Male,8,Independent,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,Rap,Raphe,Total RNA,69,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),61958755,7.9
s370_I_TNA_03,s370_I_TNA_03_R1.gz,Calidris pugnax,Adult,Male,8,Independent,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Total RNA,85,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),62060833,7.7
s370_I_TNA_03,s370_I_TNA_03_R2.gz,Calidris pugnax,Adult,Male,8,Independent,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Total RNA,85,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),62060833,7.7
s370_I_VTA_03,s370_I_VTA_03_R1.gz,Calidris pugnax,Adult,Male,8,Independent,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,VTA+SN,Ventral tegmental area and substantia nigra,Total RNA,75,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),48482340,NA
s370_I_VTA_03,s370_I_VTA_03_R2.gz,Calidris pugnax,Adult,Male,8,Independent,Jasmine L. Loveland,6/16/2018,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.2,4.23,370,2.28,VTA+SN,Ventral tegmental area and substantia nigra,Total RNA,75,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),48482340,NA
s372_I_GON_01,s372_I_GON_01_R1.gz,Calidris pugnax,Adult,Male,7,Independent,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.8,3.25,372,1.75,Gon,Male gonads (testes),Total RNA,53,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),60396943,7.5
s372_I_GON_01,s372_I_GON_01_R2.gz,Calidris pugnax,Adult,Male,7,Independent,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.8,3.25,372,1.75,Gon,Male gonads (testes),Total RNA,53,20,HN57VDSX2,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),60396943,7.5
s372_I_HYP_02,s372_I_HYP_02_R1.gz,Calidris pugnax,Adult,Male,7,Independent,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.8,3.25,372,1.75,Hyp,Hypothalamus,Total RNA,112,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),70954206,7.5
s372_I_HYP_02,s372_I_HYP_02_R2.gz,Calidris pugnax,Adult,Male,7,Independent,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.8,3.25,372,1.75,Hyp,Hypothalamus,Total RNA,112,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),70954206,7.5
s372_I_LS_02,s372_I_LS_02_R1.gz,Calidris pugnax,Adult,Male,7,Independent,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.8,3.25,372,1.75,LS,Lateral septum,Total RNA,103,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),62099083,7
s372_I_LS_02,s372_I_LS_02_R2.gz,Calidris pugnax,Adult,Male,7,Independent,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.8,3.25,372,1.75,LS,Lateral septum,Total RNA,103,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),62099083,7
s372_I_PIT_01,s372_I_PIT_01_R1.gz,Calidris pugnax,Adult,Male,7,Independent,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.8,3.25,372,1.75,Pit,Pituitary gland,Total RNA,53,20,H2FYWDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),54175961,9.8
s372_I_PIT_01,s372_I_PIT_01_R2.gz,Calidris pugnax,Adult,Male,7,Independent,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.8,3.25,372,1.75,Pit,Pituitary gland,Total RNA,53,20,H2FYWDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),54175961,9.8
s372_I_POA_02,s372_I_POA_02_R1.gz,Calidris pugnax,Adult,Male,7,Independent,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.8,3.25,372,1.75,POM,Medial preoptic area,Total RNA,111,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),51154456,7.9
s372_I_POA_02,s372_I_POA_02_R2.gz,Calidris pugnax,Adult,Male,7,Independent,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.8,3.25,372,1.75,POM,Medial preoptic area,Total RNA,111,10,H2GFHDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),51154456,7.9
s372_I_RAP_03,s372_I_RAP_03_R1.gz,Calidris pugnax,Adult,Male,7,Independent,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.8,3.25,372,1.75,Rap,Raphe,Total RNA,92,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),57967753,7.8
s372_I_RAP_03,s372_I_RAP_03_R2.gz,Calidris pugnax,Adult,Male,7,Independent,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.8,3.25,372,1.75,Rap,Raphe,Total RNA,92,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),57967753,7.8
s372_I_TNA_03,s372_I_TNA_03_R2.gz,Calidris pugnax,Adult,Male,7,Independent,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.8,3.25,372,1.75,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Total RNA,102,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),55618927,7.6
s372_I_TNA_03,s372_I_TNA_03_R1.gz,Calidris pugnax,Adult,Male,7,Independent,Jasmine L. Loveland,6/15/2017,Max Planck Institute for Biological Intelligence (MPI-BI),Germany: Seewiesen,Captive population,185.8,3.25,372,1.75,A+TnA,Nucleus taeniae of the amygdala and arcopallium,Total RNA,102,10,H2GFCDSX3,DRESDEN-concept Genome Center (DcGC),Illumina Multiplexing,Illumina RNA - mRNA Library Prep (RNA-Seq),NEBNext Ultra II RNA,mRNA enrichment by poly-dT pull down,NEBNext Poly(A),55618927,7.6
