Entrez_ID,Gene_Symbol,Gene_Description,Synonyms,Gene_type,Scientific_name,Common_name,Tax_ID,Transcripts,Genomic_coordinates,Orientation,Proteins,Ensembl_Gene_ID
106889792,SRP72,signal recognition particle 72,,protein-coding,Calidris pugnax,ruff,198806,"XM_014945208.1,XM_014945215.1",NW_015090774.1: 8345362-8362905,minus,"XP_014800694.1,XP_014800701.1",ENSCPUG00000009821
106893225,SRP9,signal recognition particle 9,,protein-coding,Calidris pugnax,ruff,198806,XM_014951026.1,NW_015090922.1: 2095420-2100556,minus,XP_014806512.1,
106894768,SRPK1,SRSF protein kinase 1,,protein-coding,Calidris pugnax,ruff,198806,XM_014953633.1,NW_015090982.1: 1612936-1632941,minus,XP_014809119.1,ENSCPUG00000017719
106901187,SRPK2,SRSF protein kinase 2,,protein-coding,Calidris pugnax,ruff,198806,"XM_014963570.1,XM_014963571.1,XM_014963572.1",NW_015094506.1: 44699126-44797469,plus,"XP_014819056.1,XP_014819057.1,XP_014819058.1",ENSCPUG00000013801
106899309,SRPRA,SRP receptor subunit alpha,,protein-coding,Calidris pugnax,ruff,198806,XM_014961075.1,NW_015091347.1: 1530645-1536423,minus,XP_014816561.1,ENSCPUG00000015972
106900784,SRPRB,SRP receptor subunit beta,,protein-coding,Calidris pugnax,ruff,198806,XM_014962920.1,NW_015094502.1: 193385-202401,minus,XP_014818406.1,ENSCPUG00000013220
106895001,SRPX,sushi repeat containing protein X-linked,,protein-coding,Calidris pugnax,ruff,198806,XM_014954073.1,NW_015090989.1: 2584430-2636793,minus,XP_014809559.1,ENSCPUG00000018601
106895545,SRPX2,sushi repeat containing protein X-linked 2,,protein-coding,Calidris pugnax,ruff,198806,XM_014954981.1,NW_015090995.1: 18272516-18279031,plus,XP_014810467.1,ENSCPUG00000005936
106894491,SRR,serine racemase,,protein-coding,Calidris pugnax,ruff,198806,XM_014953151.1,NW_015090977.1: 2644797-2646014,minus,XP_014808637.1,
106889628,SRRD,SRR1 domain containing,,protein-coding,Calidris pugnax,ruff,198806,XM_014944838.1,NW_015090863.1: 62141-64305,minus,XP_014800324.1,ENSCPUG00000018817
106891841,SRRM1,serine and arginine repetitive matrix 1,,protein-coding,Calidris pugnax,ruff,198806,"XM_014948624.1,XM_014948625.1,XM_014948626.1,XM_014948628.1,XM_014948629.1,XM_014948630.1,XM_014948631.1,XM_014948632.1,XM_014948633.1,XM_014948634.1,XM_014948635.1",NW_015090900.1: 292706-310666,plus,"XP_014804110.1,XP_014804111.1,XP_014804112.1,XP_014804114.1,XP_014804115.1,XP_014804116.1,XP_014804117.1,XP_014804118.1,XP_014804119.1,XP_014804120.1,XP_014804121.1",ENSCPUG00000016264
106894394,SRRM3,serine/arginine repetitive matrix 3,,protein-coding,Calidris pugnax,ruff,198806,XM_014953026.1,NW_015090977.1: 4407002-4437339,plus,XP_014808512.1,ENSCPUG00000004738
106901612,SRRM4,serine/arginine repetitive matrix 4,,protein-coding,Calidris pugnax,ruff,198806,XM_014964478.1,NW_015090783.1: 9393899-9452789,minus,XP_014819964.1,ENSCPUG00000012948
106899153,SRSF1,serine and arginine rich splicing factor 1,,protein-coding,Calidris pugnax,ruff,198806,"XM_014960881.1,XR_001414027.1,XR_001414028.1",NW_015090764.1: 1811801-1815774,plus,XP_014816367.1,ENSCPUG00000011862
106891846,SRSF10,serine and arginine rich splicing factor 10,,protein-coding,Calidris pugnax,ruff,198806,"XM_014948643.1,XM_014948644.1,XM_014948645.1,XM_014948646.1,XM_014948647.1,XM_014948648.1,XM_014948649.1",NW_015090900.1: 49521-60808,minus,"XP_014804129.1,XP_014804130.1,XP_014804131.1,XP_014804132.1,XP_014804133.1,XP_014804134.1,XP_014804135.1",ENSCPUG00000016255
106885345,SRSF11,serine and arginine rich splicing factor 11,,protein-coding,Calidris pugnax,ruff,198806,XM_014937477.1,NW_015090768.1: 1208743-1225431,minus,XP_014792963.1,ENSCPUG00000015094
106893399,SRSF2,serine and arginine rich splicing factor 2,,protein-coding,Calidris pugnax,ruff,198806,"XM_014951337.1,XM_014951346.1,XM_014951353.1,XR_001413066.1,XR_001413067.1,XR_001413068.1,XR_001413069.1,XR_001413070.1,XR_001413071.1",NW_015090778.1: 6204707-6208815,minus,"XP_014806823.1,XP_014806832.1,XP_014806839.1",ENSCPUG00000004034
106891787,SRSF3,serine and arginine rich splicing factor 3,,protein-coding,Calidris pugnax,ruff,198806,XM_014948539.1,NW_015090898.1: 183945-190582,plus,XP_014804025.1,ENSCPUG00000008960
106893675,SRSF4,serine and arginine rich splicing factor 4,,protein-coding,Calidris pugnax,ruff,198806,XM_014951842.1,NW_015090941.1: 105201-126289,minus,XP_014807328.1,
106887989,SRSF5,serine and arginine rich splicing factor 5,,protein-coding,Calidris pugnax,ruff,198806,"XM_014941892.1,XM_014941893.1",NW_015090839.1: 16918559-16923137,plus,"XP_014797378.1,XP_014797379.1",ENSCPUG00000007663
106885398,SRSF6,serine and arginine rich splicing factor 6,,protein-coding,Calidris pugnax,ruff,198806,XM_014937564.1,NW_015090802.1: 80849-85644,minus,XP_014793050.1,ENSCPUG00000009169
106901666,SRSF7,serine and arginine rich splicing factor 7,,protein-coding,Calidris pugnax,ruff,198806,"XM_014964546.1,XR_001414349.1",NW_015094507.1: 3821009-3827852,minus,XP_014820032.1,
106895931,SRXN1,sulfiredoxin 1,,protein-coding,Calidris pugnax,ruff,198806,XM_014955605.1,NW_015090780.1: 726449-728068,minus,XP_014811091.1,
106885099,SS18,SS18 subunit of BAF chromatin remodeling complex,,protein-coding,Calidris pugnax,ruff,198806,"XM_014936989.1,XM_014936990.1,XM_014936991.1",NW_015090797.1: 938343-980160,minus,"XP_014792475.1,XP_014792476.1,XP_014792477.1",ENSCPUG00000018973
106896879,SS18L1,SS18L1 subunit of BAF chromatin remodeling complex,,protein-coding,Calidris pugnax,ruff,198806,"XM_014957156.1,XM_014957163.1,XM_014957173.1",NW_015090780.1: 3926170-3943777,minus,"XP_014812642.1,XP_014812649.1,XP_014812659.1",ENSCPUG00000008433
106888273,SS18L2,SS18 like 2,,protein-coding,Calidris pugnax,ruff,198806,XM_014942389.1,NW_015090842.1: 1030093-1032138,plus,XP_014797875.1,ENSCPUG00000008141
106895081,SSB,small RNA binding exonuclease protection factor La,,protein-coding,Calidris pugnax,ruff,198806,XM_014954175.1,NW_015090990.1: 7634293-7641391,plus,XP_014809661.1,
106898909,SSBP2,single stranded DNA binding protein 2,,protein-coding,Calidris pugnax,ruff,198806,XM_014960492.1,NW_015091265.1: 717568-873799,minus,XP_014815978.1,
106886447,SSBP3,single stranded DNA binding protein 3,,protein-coding,Calidris pugnax,ruff,198806,"XM_014939412.1,XM_014939413.1",NW_015090812.1: 3719821-3766277,plus,"XP_014794898.1,XP_014794899.1",ENSCPUG00000011660
106894465,SSC4D,scavenger receptor cysteine rich family member with 4 domains,,protein-coding,Calidris pugnax,ruff,198806,XM_014953118.1,NW_015090977.1: 4491405-4507272,minus,XP_014808604.1,
106886811,SSH1,slingshot protein phosphatase 1,,protein-coding,Calidris pugnax,ruff,198806,"XM_014940036.1,XM_014940037.1,XM_014940039.1,XM_014940040.1",NW_015090824.1: 472148-505256,plus,"XP_014795522.1,XP_014795523.1,XP_014795525.1,XP_014795526.1",ENSCPUG00000006929
106894547,SSH2,slingshot protein phosphatase 2,,protein-coding,Calidris pugnax,ruff,198806,XM_014953259.1,NW_015090977.1: 1932347-1991515,plus,XP_014808745.1,ENSCPUG00000019911
106896801,SSPN,sarcospan,,protein-coding,Calidris pugnax,ruff,198806,XM_014957046.1,NW_015091069.1: 991739-1014652,minus,XP_014812532.1,ENSCPUG00000005686
106896030,SSPOP,SCO-spondin,SSPO,protein-coding,Calidris pugnax,ruff,198806,XM_014955736.1,NW_015091016.1: 782566-836769,plus,XP_014811222.1,
106887384,SSR1,signal sequence receptor subunit 1,,protein-coding,Calidris pugnax,ruff,198806,"XM_014940853.1,XM_014940854.1",NW_015090830.1: 16876963-16892159,minus,"XP_014796339.1,XP_014796340.1",ENSCPUG00000002029
106899397,SSR2,signal sequence receptor subunit 2,,protein-coding,Calidris pugnax,ruff,198806,"XM_014961200.1,XM_014961201.1,XM_014961203.1",NW_015091373.1: 673994-680425,minus,"XP_014816686.1,XP_014816687.1,XP_014816689.1",ENSCPUG00000017980
106890244,SSR3,signal sequence receptor subunit 3,,protein-coding,Calidris pugnax,ruff,198806,XM_014945903.1,NW_015090872.1: 2359996-2363229,plus,XP_014801389.1,ENSCPUG00000016520
106887263,SSRP1,structure specific recognition protein 1,,protein-coding,Calidris pugnax,ruff,198806,"XM_014940718.1,XM_014940719.1",NW_015090829.1: 1427616-1435574,minus,"XP_014796204.1,XP_014796205.1",ENSCPUG00000015234
106890193,SST,somatostatin,,protein-coding,Calidris pugnax,ruff,198806,XM_014945823.1,NW_015090872.1: 5481570-5483255,minus,XP_014801309.1,ENSCPUG00000017131
106888045,SSTR1,somatostatin receptor 1,,protein-coding,Calidris pugnax,ruff,198806,XM_014942032.1,NW_015090839.1: 6349591-6353188,minus,XP_014797518.1,
106896519,SSTR2,somatostatin receptor 2,,protein-coding,Calidris pugnax,ruff,198806,XM_014956593.1,NW_015091046.1: 55276-57806,plus,XP_014812079.1,ENSCPUG00000014533
106900903,SSTR3,somatostatin receptor 3,,protein-coding,Calidris pugnax,ruff,198806,XM_014963171.1,NW_015094506.1: 3137658-3143301,minus,XP_014818657.1,ENSCPUG00000015344
106900439,SSTR4,somatostatin receptor 4,,protein-coding,Calidris pugnax,ruff,198806,XM_014962519.1,NW_015092359.1: 5998294-6001700,plus,XP_014818005.1,ENSCPUG00000005044
106884712,SSTR5,somatostatin receptor 5,,protein-coding,Calidris pugnax,ruff,198806,"XM_014936238.1,XM_014936239.1",NW_015090794.1: 2090761-2100421,minus,"XP_014791724.1,XP_014791725.1",ENSCPUG00000012147
106890838,SSUH2,ssu-2 homolog,,protein-coding,Calidris pugnax,ruff,198806,XM_014946902.1,NW_015090880.1: 814970-828652,plus,XP_014802388.1,
106886520,SSX2IP,SSX family member 2 interacting protein,,protein-coding,Calidris pugnax,ruff,198806,"XM_014939532.1,XM_014939533.1,XM_014939534.1,XM_014939535.1,XM_014939536.1,XM_014939538.1",NW_015090812.1: 14250247-14274985,minus,"XP_014795018.1,XP_014795019.1,XP_014795020.1,XP_014795021.1,XP_014795022.1,XP_014795024.1",ENSCPUG00000003363
106900967,ST13,ST13 Hsp70 interacting protein,,protein-coding,Calidris pugnax,ruff,198806,XM_014963287.1,NW_015094506.1: 4963843-4980517,minus,XP_014818773.1,ENSCPUG00000015524
106893664,ST14,ST14 transmembrane serine protease matriptase,,protein-coding,Calidris pugnax,ruff,198806,"XM_014951827.1,XM_014951828.1",NW_015090939.1: 635998-663203,minus,"XP_014807313.1,XP_014807314.1",ENSCPUG00000012536
106885115,ST18,ST18 C2H2C-type zinc finger transcription factor,,protein-coding,Calidris pugnax,ruff,198806,"XM_014937026.1,XM_014937027.1,XM_014937028.1,XR_001411385.1",NW_015090797.1: 6971178-7137625,minus,"XP_014792512.1,XP_014792513.1,XP_014792514.1",ENSCPUG00000019145
106902259,ST3GAL1,"ST3 beta-galactoside alpha-2,3-sialyltransferase 1",,protein-coding,Calidris pugnax,ruff,198806,XM_014965610.1,NW_015094509.1: 23863542-23955221,minus,XP_014821096.1,ENSCPUG00000010060
106899103,ST3GAL2,"ST3 beta-galactoside alpha-2,3-sialyltransferase 2",,protein-coding,Calidris pugnax,ruff,198806,XM_014960777.1,NW_015091298.1: 297683-302672,minus,XP_014816263.1,ENSCPUG00000010770
106886361,ST3GAL3,"ST3 beta-galactoside alpha-2,3-sialyltransferase 3",,protein-coding,Calidris pugnax,ruff,198806,"XM_014939199.1,XM_014939200.1,XM_014939201.1,XM_014939202.1",NW_015090812.1: 10018257-10213730,minus,"XP_014794685.1,XP_014794686.1,XP_014794687.1,XP_014794688.1",ENSCPUG00000002547
106899281,ST3GAL4,"ST3 beta-galactoside alpha-2,3-sialyltransferase 4",,protein-coding,Calidris pugnax,ruff,198806,XM_014961037.1,NW_015091347.1: 1456137-1461654,minus,XP_014816523.1,ENSCPUG00000015967
106884574,ST3GAL5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",,protein-coding,Calidris pugnax,ruff,198806,"XM_014936049.1,XM_014936050.1",NW_015090793.1: 9044226-9072383,minus,"XP_014791535.1,XP_014791536.1",ENSCPUG00000007638
106891037,ST3GAL6,"ST3 beta-galactoside alpha-2,3-sialyltransferase 6",,protein-coding,Calidris pugnax,ruff,198806,"XM_014947205.1,XM_014947206.1,XM_014947207.1,XM_014947209.1,XM_014947210.1,XM_014947211.1,XM_014947212.1,XM_014947213.1,XM_014947214.1,XM_014947215.1,XM_014947216.1",NW_015090885.1: 14643951-14691774,minus,"XP_014802691.1,XP_014802692.1,XP_014802693.1,XP_014802695.1,XP_014802696.1,XP_014802697.1,XP_014802698.1,XP_014802699.1,XP_014802700.1,XP_014802701.1,XP_014802702.1",ENSCPUG00000004818
106902635,ST6GAL1,"ST6 beta-galactoside alpha-2,6-sialyltransferase 1",,protein-coding,Calidris pugnax,ruff,198806,XM_014966279.1,NW_015090785.1: 1079699-1110045,plus,XP_014821765.1,ENSCPUG00000017429
106896598,ST6GAL2,"ST6 beta-galactoside alpha-2,6-sialyltransferase 2",,protein-coding,Calidris pugnax,ruff,198806,"XM_014956701.1,XM_014956702.1,XM_014956703.1,XM_014956704.1",NW_015091062.1: 689616-867155,plus,"XP_014812187.1,XP_014812188.1,XP_014812189.1,XP_014812190.1",ENSCPUG00000002018
106892951,ST6GALNAC1,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1",,protein-coding,Calidris pugnax,ruff,198806,XM_014950527.1,NW_015090778.1: 6110120-6122575,minus,XP_014806013.1,ENSCPUG00000004026
106892305,ST6GALNAC2,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",,protein-coding,Calidris pugnax,ruff,198806,XM_014949398.1,NW_015090778.1: 6088380-6100906,minus,XP_014804884.1,ENSCPUG00000004024
106886472,ST6GALNAC3,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",,protein-coding,Calidris pugnax,ruff,198806,"XM_014939462.1,XM_014939463.1,XM_014939464.1",NW_015090812.1: 10936608-11162888,plus,"XP_014794948.1,XP_014794949.1,XP_014794950.1",ENSCPUG00000003143
106893279,ST6GALNAC4,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4",,protein-coding,Calidris pugnax,ruff,198806,XM_014951163.1,NW_015090763.1: 376755-378407,minus,XP_014806649.1,
106890756,ST6GALNAC6,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",,protein-coding,Calidris pugnax,ruff,198806,XM_014946796.1,NW_015090763.1: 370668-374146,minus,XP_014802282.1,ENSCPUG00000011477
106901475,ST7,suppression of tumorigenicity 7,,protein-coding,Calidris pugnax,ruff,198806,"XM_014964264.1,XM_014964265.1,XM_014964266.1,XM_014964267.1",NW_015094506.1: 32467537-32619481,plus,"XP_014819750.1,XP_014819751.1,XP_014819752.1,XP_014819753.1",ENSCPUG00000009196
106891795,ST7L,suppression of tumorigenicity 7 like,,protein-coding,Calidris pugnax,ruff,198806,XM_014948551.1,NW_015090898.1: 1275574-1300996,plus,XP_014804037.1,ENSCPUG00000009983
106889592,ST8SIA2,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",,protein-coding,Calidris pugnax,ruff,198806,XM_014944765.1,NW_015090862.1: 14245533-14281492,plus,XP_014800251.1,ENSCPUG00000018757
106886646,ST8SIA3,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3",,protein-coding,Calidris pugnax,ruff,198806,XM_014939751.1,NW_015090817.1: 1326948-1343481,plus,XP_014795237.1,
106893462,ST8SIA4,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4",,protein-coding,Calidris pugnax,ruff,198806,XM_014951458.1,NW_015090926.1: 5178224-5234600,plus,XP_014806944.1,ENSCPUG00000000673
106898539,ST8SIA5,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5",,protein-coding,Calidris pugnax,ruff,198806,"XM_014959839.1,XM_014959840.1",NW_015091223.1: 13328-100034,plus,"XP_014815325.1,XP_014815326.1",ENSCPUG00000016680
106890431,ST8SIA6,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6",,protein-coding,Calidris pugnax,ruff,198806,"XM_014946246.1,XM_014946256.1,XM_014946264.1",NW_015090775.1: 4561731-4614745,plus,"XP_014801732.1,XP_014801742.1,XP_014801750.1",ENSCPUG00000010160
106898271,STAB1,stabilin 1,,protein-coding,Calidris pugnax,ruff,198806,XM_014959408.1,NW_015091179.1: 1292727-1351504,plus,XP_014814894.1,
106885340,STAB2,stabilin 2,,protein-coding,Calidris pugnax,ruff,198806,"XM_014937467.1,XM_014937468.1,XM_014937469.1",NW_015090800.1: 11835549-11923076,plus,"XP_014792953.1,XP_014792954.1,XP_014792955.1",ENSCPUG00000006536
106887771,STAC,SH3 and cysteine rich domain,,protein-coding,Calidris pugnax,ruff,198806,XM_014941498.1,NW_015090772.1: 2272447-2352555,plus,XP_014796984.1,ENSCPUG00000001789
106897907,STAC3,SH3 and cysteine rich domain 3,,protein-coding,Calidris pugnax,ruff,198806,XM_014958894.1,NW_015091144.1: 229384-234778,plus,XP_014814380.1,ENSCPUG00000012850
106889331,STAG1,stromal antigen 1,,protein-coding,Calidris pugnax,ruff,198806,XM_014944245.1,NW_015090861.1: 81955-247903,plus,XP_014799731.1,ENSCPUG00000010469
106895605,STAG2,stromal antigen 2,,protein-coding,Calidris pugnax,ruff,198806,"XM_014955101.1,XM_014955103.1,XM_014955104.1",NW_015090995.1: 9795198-9870272,plus,"XP_014810587.1,XP_014810589.1,XP_014810590.1",ENSCPUG00000001967
106899726,STAG3,stromal antigen 3,,protein-coding,Calidris pugnax,ruff,198806,XM_014961622.1,NW_015091458.1: 3728-22908,minus,XP_014817108.1,
106890267,STAM,signal transducing adaptor molecule,,protein-coding,Calidris pugnax,ruff,198806,"XM_014945961.1,XM_014945972.1",NW_015090775.1: 4447035-4496621,minus,"XP_014801447.1,XP_014801458.1",ENSCPUG00000010157
106896994,STAM2,signal transducing adaptor molecule 2,,protein-coding,Calidris pugnax,ruff,198806,"XM_014957344.1,XM_014957345.1,XM_014957346.1,XM_014957347.1",NW_015091079.1: 597829-624471,plus,"XP_014812830.1,XP_014812831.1,XP_014812832.1,XP_014812833.1",ENSCPUG00000011414
106889956,STAMBP,STAM binding protein,,protein-coding,Calidris pugnax,ruff,198806,"XM_014945480.1,XM_014945481.1",NW_015090867.1: 412306-434795,minus,"XP_014800966.1,XP_014800967.1",ENSCPUG00000005241
106896129,STAMBPL1,STAM binding protein like 1,,protein-coding,Calidris pugnax,ruff,198806,"XM_014955857.1,XM_014955858.1",NW_015091025.1: 219528-241891,minus,"XP_014811343.1,XP_014811344.1",ENSCPUG00000007305
106888682,STAP1,signal transducing adaptor family member 1,,protein-coding,Calidris pugnax,ruff,198806,XM_014943086.1,NW_015090847.1: 259807-269865,minus,XP_014798572.1,
106897662,STAR,steroidogenic acute regulatory protein,,protein-coding,Calidris pugnax,ruff,198806,XM_014958429.1,NW_015091123.1: 1786403-1790949,minus,XP_014813915.1,ENSCPUG00000005220
106896086,STARD10,StAR related lipid transfer domain containing 10,,protein-coding,Calidris pugnax,ruff,198806,"XM_014955810.1,XM_014955811.1",NW_015091017.1: 1383776-1440467,plus,"XP_014811296.1,XP_014811297.1",ENSCPUG00000004254
106902490,STARD13,StAR related lipid transfer domain containing 13,,protein-coding,Calidris pugnax,ruff,198806,"XM_014965998.1,XM_014965999.1,XM_014966001.1,XM_014966002.1,XM_014966003.1",NW_015094510.1: 21176604-21491389,plus,"XP_014821484.1,XP_014821485.1,XP_014821487.1,XP_014821488.1,XP_014821489.1",ENSCPUG00000013232
106897359,STARD3,StAR related lipid transfer domain containing 3,,protein-coding,Calidris pugnax,ruff,198806,"XM_014957948.1,XM_014957950.1",NW_015091098.1: 279285-299799,minus,"XP_014813434.1,XP_014813436.1",
106888267,STARD3NL,STARD3 N-terminal like,,protein-coding,Calidris pugnax,ruff,198806,"XM_014942372.1,XM_014942380.1,XM_014942390.1,XM_014942397.1",NW_015090772.1: 2581177-2607571,minus,"XP_014797858.1,XP_014797866.1,XP_014797876.1,XP_014797883.1",ENSCPUG00000001806
106893465,STARD4,StAR related lipid transfer domain containing 4,,protein-coding,Calidris pugnax,ruff,198806,XM_014951462.1,NW_015090926.1: 818962-828692,plus,XP_014806948.1,ENSCPUG00000000051
106889494,STARD5,StAR related lipid transfer domain containing 5,,protein-coding,Calidris pugnax,ruff,198806,"XM_014944573.1,XM_014944575.1",NW_015090862.1: 11283804-11290754,plus,"XP_014800059.1,XP_014800061.1",ENSCPUG00000018469
106886664,STARD6,StAR related lipid transfer domain containing 6,,protein-coding,Calidris pugnax,ruff,198806,"XM_014939795.1,XM_014939796.1,XM_014939797.1",NW_015090817.1: 459583-469184,minus,"XP_014795281.1,XP_014795282.1,XP_014795283.1",ENSCPUG00000012301
106895672,STARD8,StAR related lipid transfer domain containing 8,,protein-coding,Calidris pugnax,ruff,198806,XM_014955234.1,NW_015090995.1: 2784836-2876228,minus,XP_014810720.1,ENSCPUG00000017845
106892741,STARD9,StAR related lipid transfer domain containing 9,,protein-coding,Calidris pugnax,ruff,198806,XM_014950158.1,NW_015090921.1: 5775358-5884693,plus,XP_014805644.1,
106895325,STAT1,signal transducer and activator of transcription 1,,protein-coding,Calidris pugnax,ruff,198806,"XM_014954690.1,XM_014954691.1",NW_015090990.1: 19731649-19756298,plus,"XP_014810176.1,XP_014810177.1",ENSCPUG00000012221
106897310,STAT2,signal transducer and activator of transcription 2,,protein-coding,Calidris pugnax,ruff,198806,XM_014957894.1,NW_015091093.1: 17687-19618,plus,XP_014813380.1,
106898086,STAT3,signal transducer and activator of transcription 3,,protein-coding,Calidris pugnax,ruff,198806,"XM_014959171.1,XM_014959172.1",NW_015091149.1: 520234-529577,plus,"XP_014814657.1,XP_014814658.1",ENSCPUG00000014562
106895361,STAT4,signal transducer and activator of transcription 4,,protein-coding,Calidris pugnax,ruff,198806,"XM_014954758.1,XM_014954759.1,XM_014954760.1",NW_015090990.1: 19684707-19727813,plus,"XP_014810244.1,XP_014810245.1,XP_014810246.1",ENSCPUG00000012219
106898240,STAT6,signal transducer and activator of transcription 6,,protein-coding,Calidris pugnax,ruff,198806,XM_014959376.1,NW_015091166.1: 177976-202901,minus,XP_014814862.1,
106889071,STAU1,staufen double-stranded RNA binding protein 1,,protein-coding,Calidris pugnax,ruff,198806,"XM_014943769.1,XM_014943770.1,XM_014943771.1,XM_014943772.1",NW_015090855.1: 1445833-1472942,plus,"XP_014799255.1,XP_014799256.1,XP_014799257.1,XP_014799258.1",ENSCPUG00000005318
106893728,STAU2,staufen double-stranded RNA binding protein 2,,protein-coding,Calidris pugnax,ruff,198806,"XM_014951914.1,XM_014951915.1,XM_014951916.1",NW_015090945.1: 880282-1080888,minus,"XP_014807400.1,XP_014807401.1,XP_014807402.1",ENSCPUG00000016238
106897243,STBD1,starch binding domain 1,,protein-coding,Calidris pugnax,ruff,198806,XM_014957763.1,NW_015091088.1: 1762122-1763563,plus,XP_014813249.1,
106888707,STC1,stanniocalcin 1,,protein-coding,Calidris pugnax,ruff,198806,XM_014943134.1,NW_015090849.1: 2161368-2170222,plus,XP_014798620.1,ENSCPUG00000016470
106891450,STC2,stanniocalcin 2,,protein-coding,Calidris pugnax,ruff,198806,"XM_014947992.1,XM_014947993.1",NW_015090893.1: 7880508-7891435,minus,"XP_014803478.1,XP_014803479.1",ENSCPUG00000007863
106886598,STEAP1,STEAP family member 1,,protein-coding,Calidris pugnax,ruff,198806,XM_014939674.1,NW_015090815.1: 115305-122302,plus,XP_014795160.1,ENSCPUG00000010221
106886605,STEAP2,STEAP2 metalloreductase,,protein-coding,Calidris pugnax,ruff,198806,"XM_014939687.1,XM_014939688.1",NW_015090815.1: 136782-157585,plus,"XP_014795173.1,XP_014795174.1",ENSCPUG00000010222
106886397,STEAP3,STEAP3 metalloreductase,,protein-coding,Calidris pugnax,ruff,198806,"XM_014939324.1,XM_014939333.1,XM_014939342.1,XM_014939350.1,XM_014939358.1,XM_014939366.1",NW_015090770.1: 1594928-1626608,plus,"XP_014794810.1,XP_014794819.1,XP_014794828.1,XP_014794836.1,XP_014794844.1,XP_014794852.1",ENSCPUG00000015886
106894327,STEAP4,STEAP4 metalloreductase,,protein-coding,Calidris pugnax,ruff,198806,XM_014952941.1,NW_015090976.1: 860708-883143,minus,XP_014808427.1,ENSCPUG00000019758
106895595,STEEP1,STING1 ER exit protein 1,,protein-coding,Calidris pugnax,ruff,198806,XM_014955067.1,NW_015090995.1: 8832013-8835316,minus,XP_014810553.1,ENSCPUG00000001541
106886516,STIL,STIL centriolar assembly protein,,protein-coding,Calidris pugnax,ruff,198806,XM_014939527.1,NW_015090812.1: 7773975-7794010,plus,XP_014795013.1,ENSCPUG00000011851
106894964,STIM1,stromal interaction molecule 1,,protein-coding,Calidris pugnax,ruff,198806,XM_014954020.1,NW_015090987.1: 394254-467204,minus,XP_014809506.1,ENSCPUG00000018567
106891247,STIM2,stromal interaction molecule 2,,protein-coding,Calidris pugnax,ruff,198806,"XM_014947678.1,XM_014947680.1",NW_015090891.1: 55428-86601,plus,"XP_014803164.1,XP_014803166.1",ENSCPUG00000006512
106898410,STING1,stimulator of interferon response cGAMP interactor 1,TMEM173,protein-coding,Calidris pugnax,ruff,198806,"XM_014959645.1,XM_014959646.1",NW_015091199.1: 210023-219268,minus,"XP_014815131.1,XP_014815132.1",
106891291,STK10,serine/threonine kinase 10,,protein-coding,Calidris pugnax,ruff,198806,XM_014947740.1,NW_015090893.1: 7342315-7391558,plus,XP_014803226.1,ENSCPUG00000007825
106897794,STK11,serine/threonine kinase 11,,protein-coding,Calidris pugnax,ruff,198806,"XM_014958665.1,XM_014958666.1",NW_015091137.1: 172323-210681,minus,"XP_014814151.1,XP_014814152.1",ENSCPUG00000006399
106895305,STK11IP,serine/threonine kinase 11 interacting protein,,protein-coding,Calidris pugnax,ruff,198806,XM_014954658.1,NW_015090990.1: 3695495-3714288,minus,XP_014810144.1,ENSCPUG00000002131
106895099,STK16,serine/threonine kinase 16,,protein-coding,Calidris pugnax,ruff,198806,XM_014954224.1,NW_015090990.1: 3430663-3433256,plus,XP_014809710.1,ENSCPUG00000001273
106890885,STK17A,serine/threonine kinase 17a,,protein-coding,Calidris pugnax,ruff,198806,XM_014946977.1,NW_015090882.1: 3442971-3474106,minus,XP_014802463.1,ENSCPUG00000019957
106895177,STK17B,serine/threonine kinase 17b,,protein-coding,Calidris pugnax,ruff,198806,"XM_014954371.1,XM_014954372.1,XM_014954373.1",NW_015090990.1: 17694222-17714148,plus,"XP_014809857.1,XP_014809858.1,XP_014809859.1",ENSCPUG00000008404
106889314,STK24,serine/threonine kinase 24,,protein-coding,Calidris pugnax,ruff,198806,"XM_014944217.1,XM_014944219.1,XM_014944220.1",NW_015090859.1: 9324797-9379755,plus,"XP_014799703.1,XP_014799705.1,XP_014799706.1",ENSCPUG00000010453
106900829,STK25,serine/threonine kinase 25,,protein-coding,Calidris pugnax,ruff,198806,XM_014963023.1,NW_015094503.1: 352007-374940,minus,XP_014818509.1,ENSCPUG00000013585
106895675,STK26,serine/threonine kinase 26,,protein-coding,Calidris pugnax,ruff,198806,"XM_014955250.1,XR_001413480.1",NW_015090995.1: 19778605-19812753,minus,XP_014810736.1,
